participant_id,phase_id,trial_order,list,stimulus,condition,catch,response,accuracy,rt,age,rt_measure
JuBDF,3,236,15,bland,SW,test,word,1,998,46,keypress
JuBDF,4,368,14,motel,SW,test,word,1,1011,46,keypress
JuBDF,2,110,16,myrtle,SW,test,word,1,961,46,keypress
JuBDF,4,365,14,wright,SW,test,word,1,1086,46,keypress
JuBDF,3,262,16,guppet,SPW,test,word,0,1103,46,keypress
JuBDF,3,229,15,concur,SW,test,word,1,980,46,keypress
JuBDF,2,158,14,dean,SW,test,word,1,1884,46,keypress
JuBDF,1,31,16,ynlfghrwuk,NW,catch,non-word,1,861,46,keypress
JuBDF,4,343,16,rake,SW,test,word,1,730,46,keypress
JuBDF,2,156,15,fesush,SPW,test,non-word,1,1150,46,keypress
JuBDF,1,30,15,xhrhyrbi,NW,test,non-word,1,813,46,keypress
JuBDF,4,359,15,rarely,CW,test,word,1,899,46,keypress
JuBDF,3,235,15,senile,SW,test,word,1,975,46,keypress
JuBDF,1,34,15,etswtw,NW,test,non-word,1,837,46,keypress
JuBDF,3,239,14,leaky,CW,test,word,1,788,46,keypress
JuBDF,1,35,15,childless,CW,test,word,1,806,46,keypress
JuBDF,1,7,14,laxity,CW,test,word,1,1310,46,keypress
JuBDF,3,274,16,wrongly,CW,test,word,1,764,46,keypress
JuBDF,4,374,14,indictment,CW,test,word,1,1176,46,keypress
JuBDF,3,245,15,minimal,CW,test,word,1,897,46,keypress
JuBDF,2,160,14,cuddle,SW,test,word,1,893,46,keypress
JuBDF,2,106,16,star,SW,catch,word,1,866,46,keypress
JuBDF,2,162,14,bankary,CPW,test,word,0,1717,46,keypress
JuBDF,4,353,15,fancy,SW,test,word,1,832,46,keypress
JuBDF,2,129,14,ncmugbm,NW,test,word,0,981,46,keypress
JuBDF,1,31,15,cheek,SW,test,word,1,788,46,keypress
JuBDF,2,127,14,swoto,SPW,test,non-word,1,1361,46,keypress
JuBDF,2,135,16,alley,SW,test,word,1,937,46,keypress
JuBDF,2,146,14,chivalry,SW,test,word,1,959,46,keypress
JuBDF,3,248,16,clippaps,SPW,test,non-word,1,1079,46,keypress
JuBDF,3,261,14,spotter,CW,test,word,1,817,46,keypress
JuBDF,3,262,14,bompist,SPW,test,word,0,1177,46,keypress
JuBDF,2,150,14,bomser,SPW,test,word,0,1154,46,keypress
JuBDF,2,159,14,tomahawk,SW,test,non-word,0,980,46,keypress
JuBDF,2,105,16,whandle,SPW,test,word,0,840,46,keypress
JuBDF,2,161,14,fetishism,CW,test,word,1,1248,46,keypress
JuBDF,3,231,16,omlrwos,NW,test,non-word,1,856,46,keypress
JuBDF,4,354,15,bebsin,SPW,test,non-word,1,1304,46,keypress
JuBDF,2,128,14,coma,SW,test,word,1,1027,46,keypress
JuBDF,3,238,14,judge,SW,catch,word,1,714,46,keypress
JuBDF,4,398,15,ikoww,NW,test,word,0,891,46,keypress
JuBDF,4,367,14,insork,SPW,test,word,0,1308,46,keypress
JuBDF,2,126,14,drum,SW,test,word,1,869,46,keypress
JuBDF,2,152,15,rate,SW,test,word,1,835,46,keypress
JuBDF,2,108,15,jumper,CW,test,word,1,936,46,keypress
JuBDF,2,145,16,escorchews,SPW,test,non-word,1,994,46,keypress
JuBDF,4,358,14,pelal,SPW,test,word,0,1131,46,keypress
JuBDF,2,121,14,damnation,CW,test,word,1,1015,46,keypress
JuBDF,2,139,16,regatta,SW,test,non-word,0,1004,46,keypress
JuBDF,4,389,15,size,SW,test,word,1,873,46,keypress
JuBDF,2,163,14,marital,SW,test,word,1,987,46,keypress
JuBDF,2,164,14,anuors,SPW,test,word,0,1471,46,keypress
JuBDF,4,397,15,thrims,SPW,test,word,0,1065,46,keypress
JuBDF,2,157,15,zawoo,SPW,test,non-word,1,993,46,keypress
JuBDF,2,158,15,ntnso,NW,test,non-word,1,828,46,keypress
JuBDF,3,240,14,ptniatr,NW,test,non-word,1,920,46,keypress
JuBDF,1,36,15,advisor,CW,test,word,1,825,46,keypress
JuBDF,4,362,15,cryptate,CPW,test,word,0,1261,46,keypress
JuBDF,3,275,16,fog,SW,test,word,1,784,46,keypress
JuBDF,2,118,16,toadant,CPW,test,word,0,1052,46,keypress
JuBDF,2,120,14,ghgpkrwmtw,NW,catch,non-word,1,956,46,keypress
JuBDF,1,23,15,flashy,CW,test,word,1,864,46,keypress
JuBDF,3,230,16,high,SW,catch,word,1,993,46,keypress
JuBDF,4,390,15,cachet,SW,test,word,1,1152,46,keypress
JuBDF,2,133,16,nozed,SPW,test,word,0,1464,46,keypress
JuBDF,3,235,14,clorn,SPW,test,word,0,990,46,keypress
JuBDF,2,134,16,selenium,SW,test,word,1,828,46,keypress
JuBDF,4,381,15,bosoment,CPW,test,word,0,1054,46,keypress
JuBDF,3,247,16,specify,CW,test,word,1,927,46,keypress
JuBDF,1,11,16,washer,CW,test,word,1,876,46,keypress
JuBDF,4,387,14,sunfenary,SPW,test,word,0,1756,46,keypress
JuBDF,4,388,14,iemdw,NW,test,non-word,1,1214,46,keypress
JuBDF,3,250,16,yymaeugh,NW,test,non-word,1,839,46,keypress
JuBDF,4,397,14,chomp,SW,test,word,1,1302,46,keypress
JuBDF,4,398,14,putter,CW,test,word,1,1025,46,keypress
JuBDF,3,253,16,varyic,CPW,test,word,0,900,46,keypress
JuBDF,3,276,14,dateless,CW,test,word,1,1172,46,keypress
JuBDF,4,355,15,adivige,SPW,test,word,0,960,46,keypress
JuBDF,4,378,15,potent,CW,test,word,1,1241,46,keypress
JuBDF,4,395,15,lyricist,CW,test,word,1,870,46,keypress
JuBDF,4,396,15,pneumonia,SW,test,word,1,880,46,keypress
JuBDF,4,366,14,sprompy,SPW,test,word,0,1317,46,keypress
JuBDF,3,267,16,qytw,NW,test,non-word,1,801,46,keypress
JuBDF,2,147,16,eminent,SW,test,word,1,801,46,keypress
JuBDF,1,26,16,ttkuaasc,NW,test,non-word,1,874,46,keypress
JuBDF,4,357,14,rainy,CW,test,word,1,914,46,keypress
JuBDF,3,273,14,osshvu,NW,test,non-word,1,999,46,keypress
JuBDF,3,274,14,gasoline,SW,test,word,1,789,46,keypress
JuBDF,1,67,15,leotard,SW,test,non-word,0,1095,46,keypress
JuBDF,2,140,16,shipper,CW,test,word,1,919,46,keypress
JuBDF,2,141,16,nattily,CW,test,word,1,893,46,keypress
JuBDF,4,391,15,inkling,SW,test,word,1,928,46,keypress
JuBDF,1,40,14,sniffer,CW,test,word,1,960,46,keypress
JuBDF,3,236,14,reddish,CW,test,word,1,934,46,keypress
JuBDF,3,237,14,accusation,CW,test,word,1,844,46,keypress
JuBDF,3,281,14,cancelous,CPW,test,word,0,1290,46,keypress
JuBDF,4,349,16,adornment,CW,test,word,1,795,46,keypress
JuBDF,3,284,14,camera,SW,catch,word,1,912,46,keypress
JuBDF,4,363,15,boggy,CW,test,word,1,1128,46,keypress
JuBDF,4,364,15,pilferness,CPW,test,word,0,1305,46,keypress
JuBDF,2,119,16,svell,SPW,test,non-word,1,1036,46,keypress
JuBDF,3,246,15,guile,SW,test,word,1,872,46,keypress
JuBDF,1,24,15,daemon,SW,test,non-word,0,988,46,keypress
JuBDF,1,69,15,velour,SW,test,non-word,0,983,46,keypress
JuBDF,3,277,14,selacrou,SPW,test,non-word,1,1069,46,keypress
JuBDF,2,136,15,vulatid,SPW,test,non-word,1,996,46,keypress
JuBDF,3,249,16,eater,CW,test,word,1,836,46,keypress
JuBDF,1,13,16,jollyity,CPW,test,non-word,1,1050,46,keypress
JuBDF,4,376,15,booby,SW,test,word,1,937,46,keypress
JuBDF,1,53,15,rarbs,SPW,test,non-word,1,1123,46,keypress
JuBDF,2,144,14,classy,CW,test,word,1,878,46,keypress
JuBDF,1,54,15,gnwmtv,NW,test,non-word,1,1080,46,keypress
JuBDF,1,26,14,squarely,CW,test,word,1,913,46,keypress
JuBDF,2,151,14,winder,CW,test,word,1,863,46,keypress
JuBDF,2,138,16,manage,SW,test,word,1,787,46,keypress
JuBDF,2,139,15,cipon,SPW,test,word,0,937,46,keypress
JuBDF,3,254,16,singant,CPW,test,non-word,1,1201,46,keypress
JuBDF,3,255,16,deem,SW,test,word,1,1316,46,keypress
JuBDF,2,142,16,strongly,CW,test,word,1,959,46,keypress
JuBDF,2,143,16,aiil,SPW,test,word,0,723,46,keypress
JuBDF,4,394,15,issuance,CW,test,word,1,911,46,keypress
JuBDF,3,266,16,ashy,CW,test,word,1,874,46,keypress
JuBDF,2,125,14,restless,CW,test,word,1,872,46,keypress
JuBDF,3,261,16,perkify,CPW,test,non-word,1,1084,46,keypress
JuBDF,3,228,15,vie,SW,test,non-word,0,1248,46,keypress
JuBDF,3,272,14,goofy,CW,test,word,1,1015,46,keypress
JuBDF,1,65,15,legit,SW,test,word,1,895,46,keypress
JuBDF,2,119,14,gthmdewwi,NW,catch,non-word,1,946,46,keypress
JuBDF,4,337,16,bearness,CPW,test,word,0,803,46,keypress
JuBDF,4,338,16,esaeihu,NW,test,non-word,1,869,46,keypress
JuBDF,4,360,14,hnuiiu,NW,test,non-word,1,2167,46,keypress
JuBDF,4,340,16,fatherism,CPW,test,word,0,886,46,keypress
JuBDF,4,341,16,fin,SW,test,word,1,880,46,keypress
JuBDF,1,41,14,pluckal,CPW,test,word,0,1331,46,keypress
JuBDF,1,33,16,yygwoo,NW,test,non-word,1,1077,46,keypress
JuBDF,1,34,16,lttsgrhb,NW,catch,non-word,1,793,46,keypress
JuBDF,3,283,14,tickous,CPW,test,word,0,1102,46,keypress
JuBDF,3,241,14,pemmasy,SPW,test,non-word,1,1273,46,keypress
JuBDF,3,285,14,ihdhemhho,NW,catch,non-word,1,985,46,keypress
JuBDF,1,37,15,trendful,CPW,test,word,0,839,46,keypress
JuBDF,1,4,16,hptmiyl,NW,test,non-word,1,813,46,keypress
JuBDF,1,5,16,gutsy,CW,test,word,1,869,46,keypress
JuBDF,2,140,14,parapet,SW,test,word,1,979,46,keypress
JuBDF,4,380,15,merriment,CW,test,word,1,1297,46,keypress
JuBDF,4,389,14,weekon,SPW,test,non-word,1,1561,46,keypress
JuBDF,2,142,14,foxor,CPW,test,word,0,1152,46,keypress
JuBDF,1,12,16,kttwtd,NW,test,non-word,1,805,46,keypress
JuBDF,2,145,14,tram,SW,test,word,1,1266,46,keypress
JuBDF,1,52,15,officious,SW,test,word,1,846,46,keypress
JuBDF,2,143,14,lhtfwh,NW,test,non-word,1,845,46,keypress
JuBDF,3,286,16,dutiful,CW,test,word,1,1481,46,keypress
JuBDF,2,130,16,etmyyttti,NW,catch,non-word,1,902,46,keypress
JuBDF,2,131,16,clinker,CW,test,word,1,870,46,keypress
JuBDF,3,251,16,dollar,SW,test,word,1,750,46,keypress
JuBDF,3,252,16,launch,SW,test,word,1,778,46,keypress
JuBDF,1,58,15,mummify,CW,test,non-word,0,1298,46,keypress
JuBDF,4,394,14,restful,CW,test,word,1,865,46,keypress
JuBDF,4,395,14,ymlsweti,NW,test,non-word,1,895,46,keypress
JuBDF,4,387,15,eiofpwg,NW,test,non-word,1,925,46,keypress
JuBDF,4,388,15,wave,SW,test,word,1,856,46,keypress
JuBDF,4,392,15,deadly,CW,test,word,1,939,46,keypress
JuBDF,3,263,16,dainty,SW,test,word,1,814,46,keypress
JuBDF,3,264,16,stopper,CW,test,word,1,853,46,keypress
JuBDF,2,107,15,nvjktshbiu,NW,catch,non-word,1,844,46,keypress
JuBDF,2,144,16,bottomless,CW,test,word,1,786,46,keypress
JuBDF,4,356,14,hpsnvi,NW,test,non-word,1,956,46,keypress
JuBDF,2,118,14,martinet,SW,test,word,1,1374,46,keypress
JuBDF,2,146,15,hasten,CW,test,word,1,1089,46,keypress
JuBDF,2,147,15,hyphenate,CW,test,word,1,1070,46,keypress
JuBDF,2,148,15,nay,SW,test,non-word,0,1183,46,keypress
JuBDF,2,149,15,humanly,CW,test,word,1,1040,46,keypress
JuBDF,1,38,14,priestly,CW,test,word,1,1161,46,keypress
JuBDF,1,39,14,ohmtyuhl,NW,test,non-word,1,973,46,keypress
JuBDF,3,234,14,creamy,CW,test,word,1,860,46,keypress
JuBDF,3,270,15,storey,SW,test,non-word,0,1216,46,keypress
JuBDF,3,271,15,nwlvrsytn,NW,catch,non-word,1,1017,46,keypress
JuBDF,2,159,15,dnuapoi,NW,test,non-word,1,829,46,keypress
JuBDF,2,160,15,aversant,CPW,test,word,0,853,46,keypress
JuBDF,4,350,16,tacticness,CPW,test,word,0,825,46,keypress
JuBDF,4,351,16,brals,SPW,test,word,0,782,46,keypress
JuBDF,3,276,16,kosher,SW,test,non-word,0,1034,46,keypress
JuBDF,3,277,16,deference,CW,test,word,1,731,46,keypress
JuBDF,2,120,16,diagram,SW,test,word,1,772,46,keypress
JuBDF,2,121,16,optic,SW,test,word,1,851,46,keypress
JuBDF,4,379,15,filial,SW,test,non-word,0,1056,46,keypress
JuBDF,2,141,14,slail,SPW,test,word,0,909,46,keypress
JuBDF,4,377,15,positify,CPW,test,word,0,1729,46,keypress
JuBDF,2,135,15,rermue,SPW,test,word,0,779,46,keypress
JuBDF,3,249,15,friy,SPW,test,non-word,1,1458,46,keypress
JuBDF,3,285,16,digestion,CW,test,word,1,781,46,keypress
JuBDF,3,245,16,haundel,SPW,test,word,0,863,46,keypress
JuBDF,3,287,16,healthor,CPW,test,word,0,1144,46,keypress
JuBDF,4,303,14,earthary,CPW,test,word,0,916,46,keypress
JuBDF,2,137,15,piton,SW,test,word,1,936,46,keypress
JuBDF,2,138,15,stillness,CW,test,word,1,979,46,keypress
JuBDF,3,256,15,heedery,CPW,test,non-word,1,1347,46,keypress
JuBDF,1,59,15,labyrinth,SW,test,word,1,1230,46,keypress
JuBDF,1,60,15,sender,CW,test,word,1,917,46,keypress
JuBDF,4,396,14,branch,SW,test,word,1,982,46,keypress
JuBDF,2,144,15,weirdness,CW,test,word,1,924,46,keypress
JuBDF,3,258,16,dilettante,SW,test,word,1,1121,46,keypress
JuBDF,2,150,15,vague,SW,test,word,1,1275,46,keypress
JuBDF,2,151,15,htbytkl,NW,test,non-word,1,1033,46,keypress
JuBDF,4,402,14,plunder,SW,test,word,1,899,46,keypress
JuBDF,3,227,15,scarcely,CW,test,word,1,920,46,keypress
JuBDF,1,22,16,mynah,SW,test,non-word,0,1046,46,keypress
JuBDF,2,145,15,popinjay,SW,test,non-word,0,1643,46,keypress
JuBDF,1,63,15,ravine,SW,test,word,1,866,46,keypress
JuBDF,1,66,15,skew,SW,test,word,1,1159,46,keypress
JuBDF,3,299,16,pitcher,CW,test,word,1,769,46,keypress
JuBDF,1,68,15,chiefly,CW,test,word,1,836,46,keypress
JuBDF,4,301,16,hcefji,NW,test,non-word,1,902,46,keypress
JuBDF,1,70,15,iyryyu,NW,test,non-word,1,856,46,keypress
JuBDF,3,269,15,wytyt,NW,test,non-word,1,886,46,keypress
JuBDF,3,275,14,dizziery,CPW,test,word,0,888,46,keypress
JuBDF,4,383,16,elk,SW,test,non-word,0,813,46,keypress
JuBDF,3,272,15,jurks,SPW,test,word,0,972,46,keypress
JuBDF,3,280,14,sizery,CPW,test,word,0,1222,46,keypress
JuBDF,2,161,15,puzza,SPW,test,word,0,842,46,keypress
JuBDF,2,162,15,almost,SW,catch,word,1,970,46,keypress
JuBDF,2,119,15,severance,CW,test,word,1,895,46,keypress
JuBDF,2,120,15,gentlate,CPW,test,word,0,933,46,keypress
JuBDF,4,375,14,briny,CW,test,word,1,989,46,keypress
JuBDF,3,280,16,ultsyuyh,NW,test,non-word,1,829,46,keypress
JuBDF,2,122,16,trendist,CPW,test,word,0,857,46,keypress
JuBDF,3,247,15,gibbon,SW,test,word,1,915,46,keypress
JuBDF,4,374,15,ranger,CW,test,word,1,910,46,keypress
JuBDF,4,375,15,reality,CW,test,word,1,838,46,keypress
JuBDF,4,373,15,reyull,SPW,test,non-word,1,1172,46,keypress
JuBDF,3,244,16,setrerts,SPW,test,non-word,1,1039,46,keypress
JuBDF,1,49,15,threaten,CW,test,word,1,905,46,keypress
JuBDF,3,246,16,fanciful,CW,test,word,1,812,46,keypress
JuBDF,3,259,14,githet,SPW,test,non-word,1,1019,46,keypress
JuBDF,2,132,16,impyne,SPW,test,word,0,1550,46,keypress
JuBDF,3,255,15,utterance,CW,test,word,1,1036,46,keypress
JuBDF,1,57,15,seamy,CW,test,word,1,886,46,keypress
JuBDF,3,257,15,bvkumvno,NW,test,non-word,1,993,46,keypress
JuBDF,3,258,15,elementary,SW,test,word,1,974,46,keypress
JuBDF,2,152,14,proctor,SW,test,word,1,928,46,keypress
JuBDF,2,153,14,snotly,CPW,test,word,0,846,46,keypress
JuBDF,4,399,14,iyiwn,NW,test,non-word,1,1034,46,keypress
JuBDF,4,393,15,sadism,SW,test,word,1,817,46,keypress
JuBDF,2,146,16,dildo,SW,test,word,1,844,46,keypress
JuBDF,2,106,15,ringary,CPW,test,word,0,1203,46,keypress
JuBDF,3,271,14,knalaim,SPW,test,non-word,1,977,46,keypress
JuBDF,1,64,15,salivous,CPW,test,word,0,1489,46,keypress
JuBDF,2,117,14,invasion,CW,test,word,1,971,46,keypress
JuBDF,4,335,16,subtlety,CW,test,word,1,835,46,keypress
JuBDF,4,336,16,deepen,CW,test,word,1,885,46,keypress
JuBDF,1,100,16,remerg,SPW,test,non-word,1,1029,46,keypress
JuBDF,2,101,16,ltlplgf,NW,test,non-word,1,1447,46,keypress
JuBDF,2,102,16,nakedful,CPW,test,word,0,1352,46,keypress
JuBDF,2,103,16,sedentary,SW,test,word,1,1136,46,keypress
JuBDF,2,104,16,odyglmkr,NW,test,non-word,1,911,46,keypress
JuBDF,4,303,16,fiendy,CPW,test,word,0,875,46,keypress
JuBDF,4,382,16,inner,CW,test,word,1,814,46,keypress
JuBDF,4,384,16,dhhui,NW,test,word,0,965,46,keypress
JuBDF,4,385,16,sntntwa,NW,test,non-word,1,964,46,keypress
JuBDF,1,36,16,healthery,CPW,test,word,0,854,46,keypress
JuBDF,3,242,14,pestle,SW,test,word,1,863,46,keypress
JuBDF,1,39,16,strikous,CPW,test,word,0,827,46,keypress
JuBDF,1,38,15,gremlin,SW,test,non-word,0,846,46,keypress
JuBDF,1,39,15,cugot,SPW,test,non-word,1,1073,46,keypress
JuBDF,4,376,14,bluffer,CW,test,word,1,973,46,keypress
JuBDF,4,377,14,koeoieob,NW,test,non-word,1,1086,46,keypress
JuBDF,4,378,14,collier,SW,test,word,1,1523,46,keypress
JuBDF,2,123,16,genetic,CW,test,word,1,736,46,keypress
JuBDF,3,248,15,loosish,CPW,test,word,0,1231,46,keypress
JuBDF,1,48,15,dreamy,CW,test,word,1,882,46,keypress
JuBDF,3,284,16,irtlci,NW,test,non-word,1,814,46,keypress
JuBDF,1,8,16,wet,SW,test,word,1,906,46,keypress
JuBDF,1,50,15,cancel,SW,test,word,1,879,46,keypress
JuBDF,1,51,15,truts,SPW,test,non-word,1,993,46,keypress
JuBDF,3,260,14,sexy,CW,test,word,1,790,46,keypress
JuBDF,1,6,15,faster,CW,test,word,1,936,46,keypress
JuBDF,1,7,15,rusty,CW,test,word,1,957,46,keypress
JuBDF,3,291,16,alarmist,CW,test,word,1,1211,46,keypress
JuBDF,4,308,14,nakedence,CPW,test,word,0,898,46,keypress
JuBDF,3,292,16,balance,SW,test,word,1,931,46,keypress
JuBDF,3,293,16,wotegho,NW,test,non-word,1,804,46,keypress
JuBDF,2,154,14,tenable,CW,test,word,1,982,46,keypress
JuBDF,3,259,16,metlonual,SPW,test,non-word,1,1099,46,keypress
JuBDF,3,260,16,syyyu,NW,test,non-word,1,963,46,keypress
JuBDF,2,157,14,soothify,CPW,test,word,0,1268,46,keypress
JuBDF,3,226,15,tidings,SW,test,word,1,906,46,keypress
JuBDF,2,104,15,vyhx,NW,test,non-word,1,806,46,keypress
JuBDF,3,261,15,say,SW,catch,word,1,909,46,keypress
JuBDF,3,262,15,wisist,CPW,test,non-word,1,1137,46,keypress
JuBDF,3,263,15,epivel,SPW,test,word,0,986,46,keypress
JuBDF,3,264,15,rlgwhh,NW,test,non-word,1,997,46,keypress
JuBDF,3,265,15,lustal,CPW,test,non-word,1,1197,46,keypress
JuBDF,3,266,15,cuddlify,CPW,test,word,0,985,46,keypress
JuBDF,3,267,15,hulk,SW,test,word,1,854,46,keypress
JuBDF,3,268,15,driyr,SPW,test,non-word,1,997,46,keypress
JuBDF,4,352,15,aversy,CPW,test,word,0,1024,46,keypress
JuBDF,4,319,14,wrere,SPW,test,non-word,1,1026,46,keypress
JuBDF,2,194,15,deputation,CW,test,timeout,0,3000,46,keypress
JuBDF,4,306,16,normly,CPW,test,word,0,825,46,keypress
JuBDF,1,35,16,tangy,CW,test,word,1,1016,46,keypress
JuBDF,3,282,14,boarder,CW,test,word,1,1240,46,keypress
JuBDF,3,243,14,franchise,SW,test,word,1,944,46,keypress
JuBDF,3,244,14,hiatus,SW,test,word,1,966,46,keypress
JuBDF,3,245,14,lovable,CW,test,word,1,760,46,keypress
JuBDF,3,278,16,occurrence,CW,test,word,1,775,46,keypress
JuBDF,3,279,16,basketent,CPW,test,word,0,854,46,keypress
JuBDF,3,281,16,baton,SW,test,word,1,757,46,keypress
JuBDF,4,379,14,coarsant,CPW,test,word,0,1043,46,keypress
JuBDF,4,372,15,oryuysi,NW,test,non-word,1,789,46,keypress
JuBDF,1,6,16,crooner,CW,test,word,1,916,46,keypress
JuBDF,1,7,16,uwtktoa,NW,test,non-word,1,817,46,keypress
JuBDF,1,47,15,distally,CW,test,word,1,800,46,keypress
JuBDF,1,9,16,reclire,SPW,test,non-word,1,1291,46,keypress
JuBDF,1,10,16,shear,SW,test,word,1,855,46,keypress
JuBDF,3,300,14,cobou,SPW,test,word,0,959,46,keypress
JuBDF,1,55,15,cracker,CW,test,word,1,919,46,keypress
JuBDF,1,56,15,oceanic,CW,test,word,1,876,46,keypress
JuBDF,3,263,14,healthful,CW,test,word,1,777,46,keypress
JuBDF,3,264,14,dummy,CW,test,word,1,835,46,keypress
JuBDF,3,265,14,mtnwpae,NW,test,non-word,1,840,46,keypress
JuBDF,3,266,14,taxable,CW,test,word,1,880,46,keypress
JuBDF,3,267,14,fraudulent,CW,test,word,1,1007,46,keypress
JuBDF,4,400,14,curate,SW,test,word,1,1020,46,keypress
JuBDF,4,401,14,moisten,CW,test,word,1,1035,46,keypress
JuBDF,2,105,15,barren,SW,test,word,1,938,46,keypress
JuBDF,1,21,16,rytveww,NW,test,non-word,1,885,46,keypress
JuBDF,3,260,15,exemptify,CPW,test,word,0,1211,46,keypress
JuBDF,3,296,16,diseeds,SPW,test,word,0,970,46,keypress
JuBDF,3,297,16,ohnmcw,NW,test,non-word,1,808,46,keypress
JuBDF,2,189,15,benignless,CPW,test,timeout,0,3000,46,keypress
JuBDF,3,298,16,reggae,SW,test,non-word,0,1019,46,keypress
JuBDF,2,192,15,dircy,SPW,test,timeout,0,3000,46,keypress
JuBDF,3,300,16,familyize,CPW,test,word,0,811,46,keypress
JuBDF,2,193,15,urn,SW,test,timeout,0,3000,46,keypress
JuBDF,4,302,16,nrlhgc,NW,test,non-word,1,875,46,keypress
JuBDF,1,22,15,enchant,SW,test,word,1,975,46,keypress
JuBDF,4,339,16,gee,SW,test,non-word,0,823,46,keypress
JuBDF,4,350,15,udltnohp,NW,test,non-word,1,980,46,keypress
JuBDF,4,320,14,tickler,CW,test,word,1,996,46,keypress
JuBDF,4,304,16,vghk,NW,test,non-word,1,803,46,keypress
JuBDF,1,43,14,rhesus,SW,test,word,1,1584,46,keypress
JuBDF,1,38,16,igwc,NW,test,non-word,1,862,46,keypress
JuBDF,2,158,16,tydht,NW,test,non-word,1,941,46,keypress
JuBDF,3,286,14,hooray,SW,test,word,1,908,46,keypress
JuBDF,4,365,15,parchment,SW,test,word,1,865,46,keypress
JuBDF,4,366,15,gpnvuh,NW,test,non-word,1,948,46,keypress
JuBDF,4,367,15,sluggish,CW,test,word,1,823,46,keypress
JuBDF,4,368,15,leaden,CW,test,word,1,938,46,keypress
JuBDF,3,283,16,stripper,CW,test,word,1,826,46,keypress
JuBDF,3,282,16,ubhvs,NW,test,non-word,1,805,46,keypress
JuBDF,1,46,15,rwwfyn,NW,test,non-word,1,906,46,keypress
JuBDF,4,371,15,hnvcy,NW,test,non-word,1,792,46,keypress
JuBDF,3,296,14,worsement,CPW,test,word,0,901,46,keypress
JuBDF,3,298,14,pianist,CW,test,word,1,799,46,keypress
JuBDF,2,134,15,loyally,CW,test,word,1,881,46,keypress
JuBDF,4,386,14,uewuk,NW,test,non-word,1,1130,46,keypress
JuBDF,2,133,15,redness,CW,test,word,1,953,46,keypress
JuBDF,3,290,16,coarsable,CPW,test,word,0,988,46,keypress
JuBDF,4,306,14,seraglio,SW,test,word,1,779,46,keypress
JuBDF,4,307,14,metre,SW,test,word,1,778,46,keypress
JuBDF,2,183,15,priorence,CPW,test,timeout,0,3000,46,keypress
JuBDF,4,309,14,silky,CW,test,word,1,843,46,keypress
JuBDF,2,155,14,betide,SW,test,word,1,1001,46,keypress
JuBDF,2,156,14,lhjagok,NW,test,non-word,1,955,46,keypress
JuBDF,3,257,16,stameric,SPW,test,word,0,979,46,keypress
JuBDF,3,295,16,eslznhhhh,NW,catch,non-word,1,797,46,keypress
JuBDF,4,311,14,scraper,CW,test,word,1,1369,46,keypress
JuBDF,2,116,14,incofid,SPW,test,non-word,1,1680,46,keypress
JuBDF,4,355,14,ifkhfmsrnr,NW,catch,non-word,1,1058,46,keypress
JuBDF,3,222,15,snoopor,CPW,test,non-word,1,1180,46,keypress
JuBDF,3,223,15,waxary,CPW,test,word,0,1175,46,keypress
JuBDF,3,227,16,impeller,CW,test,word,1,873,46,keypress
JuBDF,3,228,16,penalous,CPW,test,word,0,794,46,keypress
JuBDF,3,229,16,funtaque,SPW,test,word,0,848,46,keypress
JuBDF,4,351,15,ringery,CPW,test,word,0,925,46,keypress
JuBDF,4,318,14,skater,CW,test,word,1,912,46,keypress
JuBDF,4,381,16,cutlery,SW,test,word,1,852,46,keypress
JuBDF,4,380,16,saturate,SW,test,word,1,1272,46,keypress
JuBDF,2,190,16,despotism,CW,test,non-word,0,1169,46,keypress
JuBDF,2,191,16,smug,SW,test,word,1,830,46,keypress
JuBDF,1,42,14,sickize,CPW,test,word,0,902,46,keypress
JuBDF,1,37,16,naculsed,SPW,test,word,0,964,46,keypress
JuBDF,2,157,16,signify,CW,test,word,1,858,46,keypress
JuBDF,1,46,14,ttluofai,NW,test,word,0,894,46,keypress
JuBDF,3,287,14,ttyyht,NW,test,non-word,1,979,46,keypress
JuBDF,1,40,15,propane,SW,test,word,1,924,46,keypress
JuBDF,1,41,15,eaned,SPW,test,word,0,867,46,keypress
JuBDF,1,43,15,sinner,CW,test,word,1,951,46,keypress
JuBDF,4,369,15,smudgary,CPW,test,word,0,844,46,keypress
JuBDF,2,124,15,sickence,CPW,test,word,0,1175,46,keypress
JuBDF,4,370,15,wfybwb,NW,test,non-word,1,878,46,keypress
JuBDF,3,294,14,violinist,CW,test,word,1,1464,46,keypress
JuBDF,2,124,16,snoopance,CPW,test,word,0,916,46,keypress
JuBDF,2,125,16,yhvf,NW,test,non-word,1,878,46,keypress
JuBDF,3,299,14,eyyiir,NW,test,non-word,1,995,46,keypress
JuBDF,2,174,15,ripente,SPW,test,timeout,0,3000,46,keypress
JuBDF,3,288,16,crimbanbee,SPW,test,word,0,914,46,keypress
JuBDF,1,22,14,mock,SW,test,word,1,980,46,keypress
JuBDF,1,14,16,ptjhbi,NW,test,non-word,1,823,46,keypress
JuBDF,1,15,16,lilms,SPW,test,word,0,908,46,keypress
JuBDF,1,16,16,cryptable,CPW,test,word,0,1079,46,keypress
JuBDF,2,140,15,smoke,SW,catch,word,1,891,46,keypress
