"participant_id","trial_id","stimulus","response_option_1","response_option_2","response","accuracy","rt","rt_measure"
17,70,"caramella","TAPOSTOIONA","TIELATILLINA",2,"Correct",2053,"keypress"
17,71,"cuscino","SDRASTELLO","OFFENDANTOSO",2,"Incorrect",2941,"keypress"
17,72,"bibita","BEVERCHIETTA","NASCOBILISTA",2,"Incorrect",3589,"keypress"
17,73,"lampada","NUVOLTANZA","ILLUMITINA",2,"Correct",3131,"keypress"
17,74,"matita","TOPISEGNATURA","SEDINOCA",1,"Correct",4777,"keypress"
17,75,"fascino","AMAGGIOSCO","MAFIDAMATO",1,"Correct",3937,"keypress"
17,76,"massacro","BACINGINEO","UCCIDALOSAMENTO",1,"Incorrect",4521,"keypress"
17,77,"incentivo","VORICIPANZIO","PESCHETTORIO",2,"Incorrect",2323,"keypress"
17,78,"orchestra","MAAZELLARIA","COTOLITELLA",1,"Correct",3242,"keypress"
17,79,"capezzolo","BACINGINEO","MORCAVATTICO",2,"Incorrect",3631,"keypress"
17,80,"schiuma","VAPOGELLA","ILLUMINETTRIA",1,"Correct",2704,"keypress"
17,81,"pianta","ERBACOLATURA","CAGOGNAZZA",1,"Correct",2586,"keypress"
18,1,"gattino","BAIALININARLO","SDRASTELLO",1,"Correct",5950,"keypress"
18,2,"benda","PECCANNIA","GUARIOGRANDOLA",1,"Incorrect",4734,"keypress"
18,3,"progresso","LUMITATRO","CORTECNOLISMO",2,"Correct",2983,"keypress"
18,4,"credenza","BONSCETTIA","BOVISELETTA",2,"Incorrect",4550,"keypress"
18,5,"tabacco","FUMACOLIO","OFFENDANTOSO",1,"Correct",3016,"keypress"
18,6,"rinfresco","BICCORERIANNO","SUONANELLO",1,"Correct",2650,"keypress"
18,7,"mucca","BOVACCIETTA","SEDINOCA",1,"Correct",2833,"keypress"
18,8,"incentivo","VORICIPANZIO","BAMBITORIO",1,"Correct",3634,"keypress"
18,9,"stampo","SPONATENTALISMO","UFFAMALINALISMO",1,"Correct",3417,"keypress"
18,10,"patriota","NASCOBILISTA","GUARIOGRANDOLA",2,"Incorrect",3483,"keypress"
18,11,"pianta","TOPISEGNATURA","ERBACOLATURA",2,"Correct",2934,"keypress"
18,12,"insulto","OFFENDANTOSO","DÉPLIOTIO",1,"Correct",1433,"keypress"
18,13,"gonna","CUOCETTOLA","VESTICELLA",2,"Correct",2500,"keypress"
18,14,"ginnasta","AFFOGNITURA","ATLETINATRICA",2,"Correct",2583,"keypress"
18,15,"faro","BAMAGOGO","LUMITATRO",2,"Correct",1934,"keypress"
18,16,"squalo","SUPESCITOLO","TRAVINCIMENTO",1,"Correct",3100,"keypress"
18,17,"cranio","GROTOPSIANDOLO","INFETOTERO",1,"Correct",3317,"keypress"
18,18,"scodella","FRITIENDOLA","GIUBBIATOLA",1,"Correct",3700,"keypress"
18,19,"sentimento","NIDORMIENDOLO","AMANIMARISMO",1,"Incorrect",2533,"keypress"
18,20,"schiuma","VAPOGELLA","TINFETIOLIA",2,"Incorrect",3717,"keypress"
18,21,"crepuscolo","NEBBALLIANTO","AMAGGIOSCO",1,"Correct",2300,"keypress"
18,22,"cuscino","SDRASTELLO","SPONATENTALISMO",1,"Correct",3317,"keypress"
18,23,"bibita","TAPOSTOIONA","BEVERCHIETTA",2,"Correct",2451,"keypress"
18,24,"caramella","ACUFEROIDIA","TIELATILLINA",2,"Correct",3383,"keypress"
18,25,"manichino","TETRUCCIERICO","GRATTUGIENDOLO",1,"Correct",3966,"keypress"
18,26,"dentista","ILLUMITINA","BULICCHIRURA",2,"Correct",1750,"keypress"
18,27,"industria","TECNOLICENZA","MAAZELLARIA",1,"Correct",2367,"keypress"
18,28,"agonia","FRITIENDOLA","MORTUMAZITA",2,"Correct",2300,"keypress"
18,29,"lussuria","PECCANNIA","MORTUMAZITA",1,"Correct",2350,"keypress"
18,30,"statua","SOMMIRATOLA","ERBACOLATURA",1,"Correct",1601,"keypress"
18,31,"idolo","BAMAGOGO","GROTOPSIANDOLO",1,"Correct",3034,"keypress"
18,32,"comodino","BOVIACCAMENTO","LETTOLETTO",1,"Incorrect",3766,"keypress"
18,33,"lampada","VESTICELLA","ILLUMITINA",2,"Correct",1516,"keypress"
18,34,"panca","SEDINOCA","BOVACCIETTA",1,"Correct",2334,"keypress"
18,35,"fischio","SCIOCOLTAZIO","POZZETALITO",1,"Correct",3234,"keypress"
18,36,"vaiolo","INFETOTERO","POSPICCIOLO",1,"Correct",2416,"keypress"
18,37,"pelliccia","BOVISELETTA","SHAKESPEARIA",1,"Correct",2833,"keypress"
18,38,"pettegolezzo","MORCAVATTICO","UFFAMALINALISMO",2,"Correct",2466,"keypress"
18,39,"massacro","BRUFFEMIANDOLO","UCCIDALOSAMENTO",2,"Correct",1617,"keypress"
18,40,"matita","TOPISEGNATURA","VACEFALINA",1,"Correct",2500,"keypress"
18,41,"serbatoio","POZZETALITO","FUMACOLIO",1,"Correct",2717,"keypress"
18,42,"emicrania","ACUFEROIDIA","NUTRONATEZZA",1,"Correct",2367,"keypress"
18,43,"macello","CORTECNOLISMO","BOVIACCAMENTO",2,"Correct",3484,"keypress"
18,44,"cucchiaio","GRATTUGIENDOLO","VORICIPANZIO",2,"Incorrect",3167,"keypress"
18,45,"commedia","SHAKESPEARIA","ATLETINATRICA",1,"Correct",1400,"keypress"
18,46,"pentito","BUCCOLAIANDOLO","MAFIDAMATO",2,"Correct",1700,"keypress"
18,47,"abbondanza","VAPOGELLA","NUTRONATEZZA",2,"Correct",3433,"keypress"
18,48,"collera","IRIBOLENZA","CAGOGNAZZA",1,"Correct",1417,"keypress"
18,49,"opuscolo","SDEGNATISMO","DÉPLIOTIO",2,"Correct",2883,"keypress"
18,50,"pervertito","BRUFFEMIANDOLO","NEBBALLIANTO",2,"Incorrect",3934,"keypress"
18,51,"feccia","CAGOGNAZZA","TECNOLICENZA",1,"Correct",2150,"keypress"
18,52,"sciarpa","COTOLITELLA","GIUBBIATOLA",2,"Correct",2016,"keypress"
18,53,"bara","SEPOLLAIA","BULICCHIRURA",1,"Correct",1567,"keypress"
18,54,"tromba","SUONONELLA","BONSCETTIA",1,"Correct",1267,"keypress"
18,55,"cesto","SCIOCOLTAZIO","BUCCOLAIANDOLO",2,"Correct",3650,"keypress"
18,56,"padella","SEPOLLAIA","CUOCETTOLA",2,"Correct",1583,"keypress"
18,57,"attrezzo","AMANIMARISMO","PESCHETTORIO",1,"Incorrect",2016,"keypress"
18,58,"allergia","ILLUMINETTRIA","TINFETIOLIA",2,"Correct",1550,"keypress"
18,59,"mensola","TAPOSTOIONA","IRIBOLENZA",1,"Correct",3217,"keypress"
18,60,"pentola","NASCOBILISTA","CUOCCELA",2,"Correct",1834,"keypress"
18,61,"capezzolo","UCCIDALOSAMENTO","BACINGINEO",2,"Correct",1817,"keypress"
18,62,"insetto","NIDORMIENDOLO","LETTOLETTO",1,"Correct",1533,"keypress"
18,63,"brezza","SUONONELLA","NUVOLTANZA",2,"Correct",1450,"keypress"
18,64,"trionfo","TRAVINCIMENTO","GHIOTOSTALMENTO",1,"Correct",1017,"keypress"
18,65,"fascino","AMAGGIOSCO","BAIALININARLO",1,"Correct",1550,"keypress"
18,66,"terrazzo","POSPICCIOLO","BICCORERIANNO",1,"Correct",3866,"keypress"
18,67,"risata","GUTONERTITA","NUVOLTANZA",1,"Correct",1966,"keypress"
18,68,"carcassa","BOVETRITOLA","GENAMORENZA",1,"Correct",2516,"keypress"
18,69,"fungo","BACINGINEO","GHIOTOSTALMENTO",2,"Correct",2300,"keypress"
18,70,"poltrona","GUTONERTITA","DECOMODA",2,"Correct",2384,"keypress"
18,71,"malaria","DECOMODA","VACIDEMINA",2,"Correct",1750,"keypress"
18,72,"puntura","VACEFALINA","VACIDEMINA",1,"Correct",1650,"keypress"
18,73,"violino","TETRUCCIERICO","SUONANELLO",2,"Correct",1417,"keypress"
18,74,"pasta","BEVERCHIETTA","COTOLITELLA",2,"Correct",3300,"keypress"
18,75,"lampadina","ILLUMINETTRIA","TIELATILLINA",1,"Correct",1466,"keypress"
18,76,"orchestra","CUOCCELA","MAAZELLARIA",2,"Correct",1983,"keypress"
18,77,"gelosia","GENAMORENZA","SOMMIRATOLA",1,"Correct",2016,"keypress"
18,78,"giocattolo","SUPESCITOLO","BAMBITORIO",2,"Correct",2017,"keypress"
18,79,"melma","AFFOGNITURA","BOVETRITOLA",1,"Correct",1400,"keypress"
18,80,"scarafaggio","PESCHETTORIO","MORCAVATTICO",2,"Correct",1650,"keypress"
18,81,"disprezzo","MAFIDAMATO","SDEGNATISMO",2,"Correct",1800,"keypress"
19,1,"tromba","VACIDEMINA","SUONONELLA",1,"Incorrect",2868,"keypress"
19,2,"pelliccia","NUVOLTANZA","BOVISELETTA",2,"Correct",9913,"keypress"
19,3,"caramella","GUARIOGRANDOLA","TIELATILLINA",1,"Incorrect",2224,"keypress"
19,4,"manichino","CORTECNOLISMO","TETRUCCIERICO",2,"Correct",2227,"keypress"
19,5,"serbatoio","POZZETALITO","NIDORMIENDOLO",1,"Correct",9606,"keypress"
19,6,"comodino","SCIOCOLTAZIO","LETTOLETTO",2,"Correct",1557,"keypress"
19,7,"credenza","BONSCETTIA","ILLUMITINA",1,"Correct",1400,"keypress"
19,8,"gattino","UCCIDALOSAMENTO","BAIALININARLO",2,"Correct",1887,"keypress"
19,9,"risata","ILLUMINETTRIA","GUTONERTITA",1,"Incorrect",1566,"keypress"
19,10,"abbondanza","CAGOGNAZZA","NUTRONATEZZA",1,"Incorrect",1831,"keypress"
19,11,"padella","CUOCETTOLA","ACUFEROIDIA",1,"Correct",1522,"keypress"
19,12,"orchestra","MAAZELLARIA","SEDINOCA",2,"Incorrect",1544,"keypress"
19,13,"mucca","BOVACCIETTA","BULICCHIRURA",2,"Incorrect",1797,"keypress"
19,14,"panca","SEDINOCA","BOVETRITOLA",1,"Correct",4856,"keypress"
19,15,"allergia","TINFETIOLIA","DECOMODA",1,"Correct",1773,"keypress"
19,16,"sentimento","AMANIMARISMO","BACINGINEO",1,"Correct",2364,"keypress"
19,17,"lampada","TOPISEGNATURA","ILLUMITINA",2,"Correct",3071,"keypress"
19,18,"macello","BOVIACCAMENTO","VORICIPANZIO",1,"Correct",1729,"keypress"
19,19,"collera","IRIBOLENZA","TIELATILLINA",1,"Correct",1291,"keypress"
19,20,"bara","SEPOLLAIA","IRIBOLENZA",2,"Incorrect",1873,"keypress"
19,21,"ginnasta","BEVERCHIETTA","ATLETINATRICA",2,"Correct",1262,"keypress"
19,22,"insulto","OFFENDANTOSO","POZZETALITO",2,"Incorrect",1930,"keypress"
19,23,"fischio","NEBBALLIANTO","SCIOCOLTAZIO",1,"Incorrect",2573,"keypress"
19,24,"carcassa","BOVETRITOLA","SOMMIRATOLA",2,"Incorrect",1240,"keypress"
19,25,"benda","GUARIOGRANDOLA","NUTRONATEZZA",2,"Incorrect",1547,"keypress"
19,26,"vaiolo","INFETOTERO","UFFAMALINALISMO",1,"Correct",1566,"keypress"
19,27,"industria","TECNOLICENZA","AFFOGNITURA",1,"Correct",1681,"keypress"
19,28,"melma","AFFOGNITURA","NASCOBILISTA",1,"Correct",2667,"keypress"
19,29,"trionfo","INFETOTERO","TRAVINCIMENTO",2,"Correct",1233,"keypress"
19,30,"brezza","NUVOLTANZA","VACEFALINA",2,"Incorrect",1775,"keypress"
19,31,"cuscino","SDRASTELLO","SPONATENTALISMO",2,"Incorrect",1168,"keypress"
19,32,"giocattolo","BAMBITORIO","GRATTUGIENDOLO",2,"Incorrect",2364,"keypress"
19,33,"mensola","TAPOSTOIONA","CUOCCELA",1,"Correct",1320,"keypress"
19,34,"crepuscolo","SUONANELLO","NEBBALLIANTO",1,"Incorrect",1990,"keypress"
19,35,"feccia","MAAZELLARIA","CAGOGNAZZA",2,"Correct",1336,"keypress"
19,36,"cranio","OFFENDANTOSO","GROTOPSIANDOLO",2,"Correct",1339,"keypress"
19,37,"pettegolezzo","SDRASTELLO","UFFAMALINALISMO",2,"Correct",1939,"keypress"
19,38,"squalo","SUPESCITOLO","DÉPLIOTIO",1,"Correct",1517,"keypress"
19,39,"capezzolo","BACINGINEO","LUMITATRO",1,"Correct",1292,"keypress"
19,40,"lampadina","VESTICELLA","ILLUMINETTRIA",2,"Correct",1537,"keypress"
19,41,"scodella","TECNOLICENZA","FRITIENDOLA",2,"Correct",1306,"keypress"
19,42,"puntura","GUTONERTITA","VACEFALINA",1,"Incorrect",1335,"keypress"
19,43,"insetto","NIDORMIENDOLO","BUCCOLAIANDOLO",2,"Incorrect",983,"keypress"
19,44,"cucchiaio","GRATTUGIENDOLO","POSPICCIOLO",2,"Incorrect",1659,"keypress"
19,45,"pasta","COTOLITELLA","MORTUMAZITA",1,"Correct",1189,"keypress"
19,46,"faro","LUMITATRO","MAFIDAMATO",1,"Correct",1705,"keypress"
19,47,"bibita","COTOLITELLA","BEVERCHIETTA",2,"Correct",1398,"keypress"
19,48,"pervertito","AMANIMARISMO","BRUFFEMIANDOLO",1,"Incorrect",1792,"keypress"
19,49,"emicrania","ACUFEROIDIA","SUONONELLA",1,"Correct",1614,"keypress"
19,50,"disprezzo","AMAGGIOSCO","SDEGNATISMO",2,"Correct",2504,"keypress"
19,51,"statua","SOMMIRATOLA","GIUBBIATOLA",1,"Correct",1594,"keypress"
19,52,"violino","SDEGNATISMO","SUONANELLO",2,"Correct",972,"keypress"
19,53,"sciarpa","GIUBBIATOLA","ERBACOLATURA",1,"Correct",1596,"keypress"
19,54,"commedia","SHAKESPEARIA","BONSCETTIA",2,"Incorrect",951,"keypress"
19,55,"cesto","BUCCOLAIANDOLO","BAMAGOGO",2,"Incorrect",1395,"keypress"
19,56,"terrazzo","BRUFFEMIANDOLO","POSPICCIOLO",2,"Correct",1378,"keypress"
19,57,"progresso","FUMACOLIO","CORTECNOLISMO",1,"Incorrect",1564,"keypress"
19,58,"massacro","BICCORERIANNO","UCCIDALOSAMENTO",2,"Correct",1712,"keypress"
19,59,"idolo","GHIOTOSTALMENTO","BAMAGOGO",1,"Incorrect",1759,"keypress"
19,60,"stampo","SPONATENTALISMO","BAIALININARLO",1,"Correct",1244,"keypress"
19,61,"opuscolo","DÉPLIOTIO","TRAVINCIMENTO",1,"Correct",1339,"keypress"
19,62,"poltrona","DECOMODA","ATLETINATRICA",1,"Correct",1168,"keypress"
19,63,"lussuria","VAPOGELLA","PECCANNIA",2,"Correct",1248,"keypress"
19,64,"dentista","BULICCHIRURA","SHAKESPEARIA",1,"Correct",1088,"keypress"
19,65,"tabacco","FUMACOLIO","GROTOPSIANDOLO",1,"Correct",2458,"keypress"
19,66,"scarafaggio","BOVIACCAMENTO","MORCAVATTICO",1,"Incorrect",1298,"keypress"
19,67,"patriota","FRITIENDOLA","NASCOBILISTA",1,"Incorrect",1288,"keypress"
19,68,"attrezzo","SUPESCITOLO","PESCHETTORIO",1,"Incorrect",1333,"keypress"
19,69,"pentola","BOVACCIETTA","CUOCCELA",2,"Correct",1256,"keypress"
19,70,"schiuma","VAPOGELLA","BOVISELETTA",1,"Correct",1563,"keypress"
19,71,"rinfresco","BICCORERIANNO","BAMBITORIO",1,"Correct",1738,"keypress"
19,72,"pentito","PESCHETTORIO","MAFIDAMATO",2,"Correct",1637,"keypress"
19,73,"gonna","PECCANNIA","VESTICELLA",1,"Incorrect",1150,"keypress"
19,74,"agonia","TINFETIOLIA","MORTUMAZITA",2,"Correct",1048,"keypress"
19,75,"malaria","GENAMORENZA","VACIDEMINA",2,"Correct",1106,"keypress"
19,76,"gelosia","GENAMORENZA","CUOCETTOLA",1,"Correct",1224,"keypress"
19,77,"incentivo","VORICIPANZIO","LETTOLETTO",1,"Correct",1419,"keypress"
19,78,"fascino","AMAGGIOSCO","TETRUCCIERICO",1,"Correct",1196,"keypress"
19,79,"fungo","MORCAVATTICO","GHIOTOSTALMENTO",2,"Correct",1456,"keypress"
19,80,"matita","TOPISEGNATURA","TAPOSTOIONA",1,"Correct",1981,"keypress"
19,81,"pianta","SEPOLLAIA","ERBACOLATURA",2,"Correct",1082,"keypress"
20,2,"cranio","VORICIPANZIO","GROTOPSIANDOLO",1,"Incorrect",4606,"keypress"
20,3,"tabacco","FUMACOLIO","SUPESCITOLO",1,"Correct",2386,"keypress"
20,4,"lampadina","CAGOGNAZZA","ILLUMINETTRIA",2,"Correct",2019,"keypress"
20,5,"rinfresco","BICCORERIANNO","DÉPLIOTIO",1,"Correct",2167,"keypress"
20,6,"lampada","BOVISELETTA","ILLUMITINA",2,"Correct",1447,"keypress"
20,7,"padella","SUONONELLA","CUOCETTOLA",2,"Correct",1746,"keypress"
20,8,"gattino","GHIOTOSTALMENTO","BAIALININARLO",2,"Correct",2473,"keypress"
20,9,"bibita","BULICCHIRURA","BEVERCHIETTA",2,"Correct",2328,"keypress"
20,10,"faro","BAMBITORIO","LUMITATRO",2,"Correct",1398,"keypress"
20,11,"carcassa","BOVETRITOLA","TINFETIOLIA",2,"Incorrect",3132,"keypress"
20,12,"pervertito","BRUFFEMIANDOLO","OFFENDANTOSO",2,"Incorrect",2181,"keypress"
20,13,"scodella","TAPOSTOIONA","FRITIENDOLA",2,"Correct",2101,"keypress"
20,14,"statua","SOMMIRATOLA","MAAZELLARIA",1,"Correct",3543,"keypress"
20,15,"violino","SUONANELLO","MORCAVATTICO",1,"Correct",1178,"keypress"
20,16,"pentito","MAFIDAMATO","NIDORMIENDOLO",1,"Correct",2461,"keypress"
20,17,"serbatoio","TRAVINCIMENTO","POZZETALITO",2,"Correct",2468,"keypress"
20,18,"collera","IRIBOLENZA","GIUBBIATOLA",1,"Correct",2137,"keypress"
20,19,"idolo","TETRUCCIERICO","BAMAGOGO",2,"Correct",2340,"keypress"
20,20,"tromba","SUONONELLA","AFFOGNITURA",1,"Correct",1931,"keypress"
20,21,"fischio","POZZETALITO","SCIOCOLTAZIO",2,"Correct",3314,"keypress"
20,22,"vaiolo","INFETOTERO","AMAGGIOSCO",1,"Correct",2593,"keypress"
20,23,"sciarpa","GIUBBIATOLA","NASCOBILISTA",1,"Correct",1524,"keypress"
20,24,"caramella","SEPOLLAIA","TIELATILLINA",2,"Correct",2022,"keypress"
20,25,"progresso","CORTECNOLISMO","GROTOPSIANDOLO",2,"Incorrect",3606,"keypress"
20,26,"gonna","NUTRONATEZZA","VESTICELLA",2,"Correct",1718,"keypress"
20,27,"fascino","AMAGGIOSCO","LETTOLETTO",1,"Correct",2301,"keypress"
20,28,"brezza","NUVOLTANZA","FRITIENDOLA",1,"Correct",2310,"keypress"
20,29,"pettegolezzo","UFFAMALINALISMO","BRUFFEMIANDOLO",1,"Correct",4368,"keypress"
20,30,"panca","TECNOLICENZA","SEDINOCA",2,"Correct",1639,"keypress"
20,31,"melma","CUOCETTOLA","AFFOGNITURA",1,"Incorrect",1639,"keypress"
20,32,"risata","ACUFEROIDIA","GUTONERTITA",1,"Incorrect",3713,"keypress"
20,33,"attrezzo","PESCHETTORIO","SPONATENTALISMO",2,"Incorrect",3309,"keypress"
20,34,"ginnasta","VESTICELLA","ATLETINATRICA",2,"Correct",1773,"keypress"
20,35,"agonia","MORTUMAZITA","BOVETRITOLA",1,"Correct",1382,"keypress"
20,36,"industria","PECCANNIA","TECNOLICENZA",1,"Incorrect",2701,"keypress"
20,37,"lussuria","TOPISEGNATURA","PECCANNIA",2,"Correct",2858,"keypress"
20,38,"crepuscolo","GRATTUGIENDOLO","NEBBALLIANTO",2,"Correct",2166,"keypress"
20,39,"scarafaggio","MORCAVATTICO","BICCORERIANNO",2,"Incorrect",3185,"keypress"
20,40,"cesto","INFETOTERO","BUCCOLAIANDOLO",2,"Correct",1777,"keypress"
20,41,"benda","GUARIOGRANDOLA","VACIDEMINA",1,"Correct",3536,"keypress"
20,42,"pianta","IRIBOLENZA","ERBACOLATURA",2,"Correct",1810,"keypress"
20,43,"credenza","BONSCETTIA","VACEFALINA",1,"Correct",1747,"keypress"
20,44,"malaria","VACIDEMINA","ILLUMITINA",1,"Correct",1725,"keypress"
20,45,"macello","UFFAMALINALISMO","BOVIACCAMENTO",2,"Correct",1907,"keypress"
20,46,"gelosia","VAPOGELLA","GENAMORENZA",2,"Correct",3461,"keypress"
20,47,"squalo","LUMITATRO","SUPESCITOLO",2,"Correct",2784,"keypress"
20,48,"schiuma","VAPOGELLA","MORTUMAZITA",2,"Incorrect",3041,"keypress"
20,49,"patriota","NASCOBILISTA","GUARIOGRANDOLA",1,"Correct",3023,"keypress"
20,50,"terrazzo","POSPICCIOLO","BOVIACCAMENTO",1,"Correct",1815,"keypress"
20,51,"feccia","CAGOGNAZZA","CUOCCELA",1,"Correct",1309,"keypress"
20,52,"allergia","NUVOLTANZA","TINFETIOLIA",2,"Correct",2689,"keypress"
20,53,"abbondanza","NUTRONATEZZA","BOVACCIETTA",1,"Correct",2804,"keypress"
20,54,"manichino","TETRUCCIERICO","UCCIDALOSAMENTO",1,"Correct",3060,"keypress"
20,55,"insetto","NIDORMIENDOLO","BUCCOLAIANDOLO",1,"Correct",2487,"keypress"
20,56,"sentimento","CORTECNOLISMO","AMANIMARISMO",2,"Correct",2972,"keypress"
20,57,"capezzolo","BACINGINEO","SDRASTELLO",2,"Incorrect",2118,"keypress"
20,58,"insulto","MAFIDAMATO","OFFENDANTOSO",2,"Correct",1951,"keypress"
20,59,"incentivo","VORICIPANZIO","BAIALININARLO",1,"Correct",2136,"keypress"
20,60,"orchestra","MAAZELLARIA","TIELATILLINA",1,"Correct",2195,"keypress"
20,61,"giocattolo","BAMAGOGO","BAMBITORIO",2,"Correct",2593,"keypress"
20,62,"bara","SEPOLLAIA","ERBACOLATURA",1,"Correct",1707,"keypress"
20,63,"puntura","VACEFALINA","DECOMODA",2,"Incorrect",4125,"keypress"
20,64,"stampo","PESCHETTORIO","SPONATENTALISMO",2,"Correct",2017,"keypress"
20,65,"fungo","AMANIMARISMO","GHIOTOSTALMENTO",1,"Incorrect",3698,"keypress"
20,66,"commedia","SEDINOCA","SHAKESPEARIA",2,"Correct",2056,"keypress"
20,67,"comodino","LETTOLETTO","FUMACOLIO",1,"Correct",1933,"keypress"
20,68,"cuscino","SDRASTELLO","POSPICCIOLO",2,"Incorrect",3283,"keypress"
20,69,"dentista","BULICCHIRURA","COTOLITELLA",1,"Correct",1675,"keypress"
20,70,"pelliccia","BOVISELETTA","ILLUMINETTRIA",1,"Correct",1907,"keypress"
20,71,"poltrona","SOMMIRATOLA","DECOMODA",2,"Correct",1927,"keypress"
20,72,"pasta","GUTONERTITA","COTOLITELLA",1,"Incorrect",2683,"keypress"
20,73,"trionfo","TRAVINCIMENTO","SDEGNATISMO",1,"Correct",2737,"keypress"
20,74,"pentola","ATLETINATRICA","CUOCCELA",2,"Correct",1708,"keypress"
20,75,"mucca","BOVACCIETTA","BEVERCHIETTA",1,"Correct",1703,"keypress"
20,76,"matita","BONSCETTIA","TOPISEGNATURA",2,"Correct",2471,"keypress"
20,77,"cucchiaio","GRATTUGIENDOLO","NEBBALLIANTO",2,"Incorrect",3213,"keypress"
20,78,"disprezzo","SDEGNATISMO","BACINGINEO",2,"Incorrect",1910,"keypress"
20,79,"mensola","GENAMORENZA","TAPOSTOIONA",1,"Incorrect",2598,"keypress"
20,80,"emicrania","ACUFEROIDIA","SHAKESPEARIA",1,"Correct",2066,"keypress"
20,81,"massacro","UCCIDALOSAMENTO","SCIOCOLTAZIO",1,"Correct",2294,"keypress"
21,1,"cuscino","FUMACOLIO","SDRASTELLO",2,"Correct",6160,"keypress"
21,2,"orchestra","TECNOLICENZA","MAAZELLARIA",2,"Correct",5337,"keypress"
21,3,"agonia","MORTUMAZITA","CAGOGNAZZA",1,"Correct",6178,"keypress"
21,4,"melma","TAPOSTOIONA","AFFOGNITURA",2,"Correct",3509,"keypress"
21,5,"stampo","SPONATENTALISMO","POZZETALITO",2,"Incorrect",5018,"keypress"
21,6,"sentimento","OFFENDANTOSO","AMANIMARISMO",2,"Correct",4706,"keypress"
21,7,"massacro","UCCIDALOSAMENTO","AMANIMARISMO",1,"Correct",4658,"keypress"
21,8,"pelliccia","BOVISELETTA","SOMMIRATOLA",1,"Correct",5986,"keypress"
21,9,"commedia","SHAKESPEARIA","ERBACOLATURA",1,"Correct",3641,"keypress"
21,10,"mucca","NUTRONATEZZA","BOVACCIETTA",2,"Correct",2805,"keypress"
21,11,"abbondanza","ILLUMITINA","NUTRONATEZZA",1,"Incorrect",6144,"keypress"
21,12,"puntura","BOVACCIETTA","VACEFALINA",2,"Correct",4471,"keypress"
21,13,"tromba","ILLUMINETTRIA","SUONONELLA",2,"Correct",4273,"keypress"
21,14,"fungo","GHIOTOSTALMENTO","SCIOCOLTAZIO",2,"Incorrect",11993,"keypress"
21,15,"insulto","POSPICCIOLO","OFFENDANTOSO",2,"Correct",2150,"keypress"
21,16,"fischio","SCIOCOLTAZIO","BAMAGOGO",1,"Correct",4847,"keypress"
21,17,"comodino","LETTOLETTO","BAIALININARLO",2,"Incorrect",6040,"keypress"
21,18,"vaiolo","INFETOTERO","AMAGGIOSCO",1,"Correct",4010,"keypress"
21,19,"bara","SEPOLLAIA","GENAMORENZA",2,"Incorrect",4648,"keypress"
21,20,"scodella","FRITIENDOLA","TOPISEGNATURA",1,"Correct",3583,"keypress"
21,21,"attrezzo","PESCHETTORIO","VORICIPANZIO",2,"Incorrect",6091,"keypress"
21,22,"panca","SEDINOCA","NUVOLTANZA",1,"Correct",4312,"keypress"
21,23,"poltrona","GIUBBIATOLA","DECOMODA",2,"Correct",2780,"keypress"
21,24,"terrazzo","POSPICCIOLO","SPONATENTALISMO",2,"Incorrect",6616,"keypress"
21,25,"gattino","BAIALININARLO","SDEGNATISMO",1,"Correct",7671,"keypress"
21,26,"incentivo","BRUFFEMIANDOLO","VORICIPANZIO",1,"Incorrect",9351,"keypress"
21,27,"pianta","ERBACOLATURA","VACEFALINA",1,"Correct",3498,"keypress"
21,28,"bibita","TINFETIOLIA","BEVERCHIETTA",2,"Correct",4676,"keypress"
21,29,"schiuma","VAPOGELLA","BOVETRITOLA",1,"Correct",2630,"keypress"
21,30,"lussuria","FRITIENDOLA","PECCANNIA",2,"Correct",3545,"keypress"
21,31,"cranio","UFFAMALINALISMO","GROTOPSIANDOLO",2,"Correct",10252,"keypress"
21,32,"benda","GUARIOGRANDOLA","BULICCHIRURA",1,"Correct",5589,"keypress"
21,33,"pervertito","BRUFFEMIANDOLO","BAMBITORIO",1,"Correct",4175,"keypress"
21,34,"collera","IRIBOLENZA","VAPOGELLA",1,"Correct",2199,"keypress"
21,35,"cesto","BUCCOLAIANDOLO","INFETOTERO",1,"Correct",5426,"keypress"
21,36,"padella","CUOCETTOLA","DECOMODA",1,"Correct",2297,"keypress"
21,37,"ginnasta","CUOCCELA","ATLETINATRICA",2,"Correct",6270,"keypress"
21,38,"idolo","BAMAGOGO","GRATTUGIENDOLO",1,"Correct",2565,"keypress"
21,39,"giocattolo","BOVIACCAMENTO","BAMBITORIO",2,"Correct",3162,"keypress"
21,40,"rinfresco","BICCORERIANNO","SUPESCITOLO",1,"Correct",8934,"keypress"
21,41,"mensola","MORTUMAZITA","TAPOSTOIONA",2,"Correct",5229,"keypress"
21,42,"manichino","LUMITATRO","TETRUCCIERICO",2,"Correct",7186,"keypress"
21,43,"carcassa","BOVETRITOLA","COTOLITELLA",1,"Correct",4613,"keypress"
21,44,"faro","LUMITATRO","GHIOTOSTALMENTO",1,"Correct",2244,"keypress"
21,45,"industria","TECNOLICENZA","MAAZELLARIA",1,"Correct",3044,"keypress"
21,46,"crepuscolo","LETTOLETTO","NEBBALLIANTO",2,"Correct",5133,"keypress"
21,47,"feccia","AFFOGNITURA","CAGOGNAZZA",2,"Correct",3768,"keypress"
