"participant_id","trial_order","stimulus","response_option_1","response_option_2","response","accuracy","rt","rt_measure"
17,44,"tramonto albero","CROIETTOLO","ROSCESCOLO",2,"Correct",7270,"keypress"
17,45,"acqua camera","IDRANDINA","GHIANCIOLA",1,"Correct",6512,"keypress"
17,46,"finestra scarpa","CLICCATTOLA","BANCOTTINA",1,"Correct",5279,"keypress"
17,47,"fazzoletto tavolo","SEDINOCCIO","SGUARELLIO",1,"Correct",11484,"keypress"
17,48,"giacca acqua","ARMONTURIA","LAVESCIA",2,"Correct",3931,"keypress"
17,49,"finestra tenda","TERNOTELLA","MURICATTOLA",2,"Incorrect",8414,"keypress"
17,50,"acqua tenda","POZZANELLA","IDRATOLANA",2,"Incorrect",7057,"keypress"
17,51,"camera roccia","ARMONTURIA","APRIATTOLA",2,"Incorrect",10050,"keypress"
17,52,"torta piazza","CENSARELLINA","CINCOTTELLA",1,"Incorrect",8100,"keypress"
17,53,"prato tavolo","SDRAIARELLO","VISUONDOLO",1,"Correct",5359,"keypress"
17,54,"torta acqua","GOCCOTTELLA","GIUBBITINA",1,"Correct",4823,"keypress"
17,55,"violino albero","FIORARIOLO","MUSTONCELLO",1,"Incorrect",7832,"keypress"
17,56,"libro violino","FIORICELLO","SUONISCRIO",2,"Correct",3792,"keypress"
17,57,"libro vaso","FIORISITOLO","RABELLIMENTO",2,"Incorrect",5450,"keypress"
17,58,"tramonto libro","LUMERSTERSIMO","FIORISITOLO",1,"Correct",3940,"keypress"
17,59,"insalata piazza","GIUBBIATINA","BANCOTTINA",2,"Correct",4456,"keypress"
17,60,"finestra insalata","CLIETTOLA","VESTOLETTA",2,"Incorrect",10297,"keypress"
17,61,"vaso prato","ROSCESCOLO","FIONCOLIOLO",1,"Incorrect",7719,"keypress"
17,62,"tenda insalata","FRIGLIANZA","POZZETTERIA",1,"Correct",5993,"keypress"
17,63,"bambola roccia","COSTRELLINA","IDRANGIA",1,"Correct",2831,"keypress"
17,64,"torta finestra","POLIETTOLA","PANCOTTELLA",2,"Incorrect",6376,"keypress"
17,65,"finestra camera","APRIATTOLA","BANDINAIA",1,"Correct",6665,"keypress"
17,66,"tenda scarpa","POZZANELLA","SDRAIATURA",1,"Incorrect",6681,"keypress"
17,67,"giacca torta","CAPPETTELLA","FRICOTTELA",2,"Incorrect",5067,"keypress"
17,68,"finestra giacca","SDRAIATURA","CLIETTONDOLA",2,"Correct",10954,"keypress"
17,69,"tavolo vaso","RAPALINCIO","GRAMINELLO",2,"Correct",7581,"keypress"
17,70,"vaso martello","ROCCERIOLO","GRAMINELLO",1,"Correct",5868,"keypress"
17,71,"torta tenda","SICCOTTELLA","CAMATINCIA",1,"Correct",6271,"keypress"
17,72,"camera insalata","COTTOLIOLIA","POZZONELLA",1,"Correct",13573,"keypress"
17,73,"camera torta","FRIGLIANZA","SICCOTTELA",1,"Incorrect",7172,"keypress"
17,74,"roccia tenda","POLIETTOLA","IMMONTURA",2,"Correct",8464,"keypress"
17,75,"giacca tenda","GIUBBIATURA","GIUBBITINA",1,"Incorrect",7675,"keypress"
17,76,"muro specchio","CROIETTOLO","PARTONCELLO",1,"Correct",9492,"keypress"
17,77,"martello libro","SPURIALLIO","PICATTOLO",2,"Correct",3506,"keypress"
17,78,"camera giacca","COSTRELLINA","GIUBBIATINA",2,"Correct",5225,"keypress"
17,79,"muro tavolo","CIGOLITELLO","FIOTTINO",2,"Incorrect",6255,"keypress"
17,80,"albero specchio","SRADINELLO","SDRAIARELLO",2,"Incorrect",6339,"keypress"
17,81,"specchio martello","SPALENTOLO","undefined",1,"Correct",3123,"keypress"
18,1,"vaso tavolo","GRAMINELLO","FIORARIOLO",2,"Incorrect",3099,"keypress"
18,2,"acqua finestra","POZZONELLA","GIUBBITINA",1,"Correct",2417,"keypress"
18,3,"albero tavolo","FIOCOSCRIO","PARTONCELLO",2,"Correct",1941,"keypress"
18,4,"torta giacca","CAPPETTELLA","SICCOTTELLA",2,"Incorrect",2007,"keypress"
18,5,"prato albero","ROCCERIOLO","CERBOSCELLO",2,"Correct",1886,"keypress"
18,6,"tavolo fazzoletto","SEDINOCCIO","CERBOSCELLO",1,"Correct",1915,"keypress"
18,7,"scarpa camera","RETTIELLIA","TERNOTELLA",2,"Incorrect",3461,"keypress"
18,8,"finestra scarpa","BANDINAIA","CLICCATTOLA",1,"Incorrect",1689,"keypress"
18,9,"violino libro","SUONISCRIO","VISUONDOLO",1,"Correct",1902,"keypress"
18,10,"camera roccia","ARMONTURIA","POZZANELLA",1,"Correct",1591,"keypress"
18,11,"tenda torta","SICCOTTELLA","CLIETTOLA",1,"Correct",1666,"keypress"
18,12,"tenda piazza","IDRANGIA","BANDINAIA",2,"Correct",1680,"keypress"
18,13,"acqua scarpa","IDRATOLANA","CLIETTONDOLA",1,"Correct",1781,"keypress"
18,14,"violino albero","ARMORICELLO","MUSTONCELLO",2,"Correct",2612,"keypress"
18,15,"roccia piazza","PALCAVERIA","SICCOTTELA",1,"Correct",2113,"keypress"
18,16,"roccia insalata","CAPPETTELLA","ERRACIOLINA",2,"Correct",1550,"keypress"
18,17,"tramonto tavolo","SDRAIOLIO","PARTONCELLO",1,"Correct",1667,"keypress"
18,18,"libro martello","PICATTOLO","FIORINELLO",1,"Correct",1711,"keypress"
18,19,"torta bambola","FRICOTTELA","CENSARELLINA",1,"Incorrect",2360,"keypress"
18,20,"acqua torta","GOCCOTTELLA","GIUBBIATINA",2,"Incorrect",1463,"keypress"
18,21,"muro specchio","SPALENTOLO","CROIETTOLO",1,"Incorrect",1918,"keypress"
18,22,"piazza insalata","SENDINAIA","BANCOTTINA",1,"Incorrect",1946,"keypress"
18,23,"violino prato","SUONANELLO","FIORISITOLO",1,"Correct",1712,"keypress"
18,24,"albero tramonto","FIORECCIANDOLO","ROSCESCOLO",1,"Incorrect",1800,"keypress"
18,25,"camera piazza","FRIGLIANZA","SENDINAIA",2,"Correct",2161,"keypress"
18,26,"insalata giacca","COTTOLIOLIA","VESTINETTA",1,"Incorrect",1601,"keypress"
18,27,"tenda acqua","POZZANELLA","MURANTURIA",1,"Correct",1188,"keypress"
18,28,"vaso tramonto","FIORICELLO","FIORARIOLO",1,"Incorrect",2895,"keypress"
18,29,"fazzoletto specchio","SGUARELLIO","FIOTTINO",2,"Incorrect",1826,"keypress"
18,30,"specchio libro","GRAMINELLO","RABELLIMENTO",1,"Incorrect",1822,"keypress"
18,31,"tenda insalata","POZZONELLA","FRIGLIANZA",2,"Correct",2999,"keypress"
18,32,"violino tavolo","SDRANGOLIO","SUONCOLLO",2,"Correct",1809,"keypress"
18,33,"finestra camera","APRIATTOLA","CLICCATTOLA",1,"Correct",1939,"keypress"
18,34,"vaso violino","SUONISCRIO","ARMORICELLO",1,"Incorrect",1433,"keypress"
18,35,"roccia tenda","ERRACIOLINA","IMMONTURA",1,"Incorrect",1589,"keypress"
18,36,"scarpa roccia","MURANTURIA","IDRANDINA",1,"Correct",1640,"keypress"
18,37,"finestra tenda","TERNOTELLA","LAVESCIA",1,"Correct",1643,"keypress"
18,38,"camera giacca","GIUBBIATINA","POLIETTOLA",1,"Correct",1275,"keypress"
18,39,"martello specchio","PICATTOLO","SPALENTOLO",1,"Incorrect",1517,"keypress"
18,40,"giacca acqua","GHIANCIOLA","LAVESCIA",2,"Correct",1459,"keypress"
18,41,"piazza torta","CINCOTTELLA","IDRATOLANA",1,"Correct",1566,"keypress"
18,42,"violino specchio","SDRAIARELLO","VISUONDOLO",2,"Correct",1427,"keypress"
18,43,"martello vaso","ROCCERIOLO","MUSTONCELLO",1,"Correct",1388,"keypress"
18,44,"libro tramonto","CIGOLITELLO","LUMERSTERSIMO",2,"Correct",1666,"keypress"
18,45,"albero fazzoletto","FIORECCIANDOLO","SRADINELLO",1,"Correct",2032,"keypress"
18,46,"prato fazzoletto","CROIETTOLO","FIOTTINO",2,"Correct",1773,"keypress"
18,47,"camera tenda","SDRANZIA","VESTINETTA",1,"Correct",1935,"keypress"
18,48,"libro vaso","FIORISITOLO","RAPALINCIO",1,"Correct",1636,"keypress"
18,49,"prato vaso","SUONCOLLO","FIONCOLIOLO",2,"Correct",1854,"keypress"
18,50,"finestra giacca","CLIETTONDOLA","RETTIELLIA",1,"Correct",1562,"keypress"
18,51,"piazza finestra","GIAPRIATOLA","SDRAIATURA",1,"Correct",1689,"keypress"
18,52,"tavolo prato","SPURIALLIO","SDRAIARELLO",1,"Incorrect",1814,"keypress"
18,53,"libro prato","FIOCOSCRIO","SUONACARIO",1,"Correct",1816,"keypress"
18,54,"finestra roccia","GIAPRIATOLA","MURICATTOLA",2,"Correct",2246,"keypress"
18,55,"torta roccia","GHIANCIOLA","CINCOTTELLA",1,"Correct",1741,"keypress"
18,56,"tenda scarpa","ARMONTURIA","SDRAIATURA",2,"Correct",2441,"keypress"
18,57,"prato martello","SGUARELLIO","RAPALINCIO",1,"Incorrect",2592,"keypress"
18,58,"acqua roccia","IDRACIOLA","CENSARELLINA",1,"Correct",1127,"keypress"
18,59,"bambola roccia","PALCAVERIA","COSTRELLINA",2,"Correct",1514,"keypress"
18,60,"albero specchio","SRADINELLO","FIONCOLIOLO",1,"Correct",1570,"keypress"
18,61,"giacca tenda","GOCCOTTELLA","GIUBBITINA",2,"Correct",1483,"keypress"
18,62,"libro albero","NARAMPICOLO","LUMERSTERSIMO",2,"Incorrect",1300,"keypress"
18,63,"piazza giacca","GIUBBIATURA","CAMATINCIA",1,"Incorrect",1105,"keypress"
18,64,"torta scarpa","PANCOTTELLA","CAMATINCIA",1,"Correct",1285,"keypress"
18,65,"torta insalata","POZZETTERIA","FRICOTTELA",2,"Correct",1371,"keypress"
18,66,"torta camera","SICCOTTELA","VESTOLETTA",1,"Correct",2188,"keypress"
18,67,"giacca bambola","MURICATTOLA","VESTOLETTA",2,"Correct",1979,"keypress"
18,68,"giacca scarpa","SDRANZIA","GIUBBIATURA",2,"Correct",1950,"keypress"
18,69,"finestra torta","IDRACIOLA","POLIETTOLA",2,"Correct",2584,"keypress"
18,70,"specchio tavolo","SDRANGOLIO","SEDINOCCIO",1,"Correct",2771,"keypress"
18,71,"muro tavolo","SUONANELLO","CIGOLITELLO",2,"Correct",1489,"keypress"
18,72,"fazzoletto vaso","RABELLIMENTO","FIORINELLO",1,"Incorrect",1426,"keypress"
18,73,"albero vaso","SUONANNARIO","FIORICELLO",2,"Correct",1675,"keypress"
18,74,"prato specchio","SPURIALLIO","ROSCESCOLO",1,"Correct",1682,"keypress"
18,75,"camera acqua","BANCOTTINA","IDRANDINA",1,"Incorrect",1551,"keypress"
18,76,"acqua piazza","POZZETTERIA","COSTRELLINA",1,"Correct",1087,"keypress"
18,77,"camera insalata","COTTOLIOLIA","PANCOTTELLA",2,"Incorrect",2362,"keypress"
18,78,"violino tramonto","NARAMPICOLO","SUONANNARIO",2,"Correct",1839,"keypress"
18,79,"acqua insalata","IDRANGIA","APRIATTOLA",1,"Correct",1140,"keypress"
18,80,"insalata finestra","IMMONTURA","CLIETTOLA",2,"Correct",1781,"keypress"
18,81,"violino martello","SDRAIOLIO","SUONACARIO",2,"Correct",1647,"keypress"
19,1,"insalata acqua","IDRANGIA","ERRACIOLINA",1,"Correct",5854,"keypress"
19,2,"torta finestra","POLIETTOLA","CAMATINCIA",2,"Incorrect",7622,"keypress"
19,4,"camera roccia","ARMONTURIA","IDRANGIA",1,"Correct",3517,"keypress"
19,5,"libro specchio","SUONCOLLO","RABELLIMENTO",2,"Correct",4735,"keypress"
19,6,"violino albero","MUSTONCELLO","FIORARIOLO",1,"Correct",4148,"keypress"
19,7,"specchio albero","NARAMPICOLO","SRADINELLO",1,"Incorrect",5778,"keypress"
19,8,"libro tramonto","LUMERSTERSIMO","FIORICELLO",1,"Correct",4599,"keypress"
19,9,"violino tavolo","RABELLIMENTO","SUONCOLLO",2,"Correct",5034,"keypress"
19,10,"camera insalata","CAPPETTELLA","COTTOLIOLIA",1,"Incorrect",5337,"keypress"
19,11,"albero tramonto","RAPALINCIO","ROSCESCOLO",2,"Correct",5590,"keypress"
19,12,"giacca camera","GIUBBIATINA","CENSARELLINA",1,"Correct",6104,"keypress"
19,13,"prato vaso","SUONACARIO","FIONCOLIOLO",2,"Correct",5802,"keypress"
19,14,"violino prato","SUONANELLO","FIORECCIANDOLO",1,"Correct",6606,"keypress"
19,15,"camera scarpa","VESTOLETTA","RETTIELLIA",1,"Incorrect",5580,"keypress"
19,16,"camera torta","BANCOTTINA","SICCOTTELA",1,"Incorrect",4416,"keypress"
19,17,"finestra acqua","POZZONELLA","GOCCOTTELLA",1,"Correct",5268,"keypress"
19,18,"acqua roccia","VESTINETTA","IDRACIOLA",2,"Correct",6585,"keypress"
19,19,"martello violino","FIOTTINO","SUONACARIO",2,"Correct",5427,"keypress"
19,20,"finestra roccia","IDRATOLANA","MURICATTOLA",2,"Correct",5224,"keypress"
19,21,"acqua scarpa","IDRATOLANA","POLIETTOLA",1,"Correct",7255,"keypress"
19,22,"insalata tenda","FRICOTTELA","FRIGLIANZA",1,"Incorrect",6481,"keypress"
19,23,"camera tenda","SDRANZIA","COSTRELLINA",1,"Correct",7348,"keypress"
19,24,"giacca piazza","GHIANCIOLA","CAMATINCIA",1,"Incorrect",6840,"keypress"
19,25,"libro violino","SUONISCRIO","SDRAIARELLO",1,"Correct",4663,"keypress"
19,26,"violino vaso","ARMORICELLO","FIORISITOLO",2,"Incorrect",5442,"keypress"
19,27,"martello libro","SUONANELLO","PICATTOLO",2,"Correct",6866,"keypress"
19,28,"finestra giacca","TERNOTELLA","CLIETTONDOLA",1,"Incorrect",9091,"keypress"
19,29,"piazza tenda","BANDINAIA","POZZONELLA",1,"Correct",3306,"keypress"
19,30,"vaso fazzoletto","GRAMINELLO","FIORINELLO",2,"Correct",4938,"keypress"
19,31,"camera piazza","SICCOTTELA","SENDINAIA",1,"Incorrect",7936,"keypress"
19,32,"finestra insalata","CLIETTOLA","PALCAVERIA",2,"Incorrect",6039,"keypress"
19,33,"torta piazza","SENDINAIA","CINCOTTELLA",2,"Correct",6590,"keypress"
19,34,"specchio violino","VISUONDOLO","FIOCOSCRIO",1,"Correct",7328,"keypress"
19,35,"vaso albero","FIORICELLO","SUONANNARIO",1,"Correct",5105,"keypress"
19,36,"fazzoletto tavolo","SEDINOCCIO","SPALENTOLO",2,"Incorrect",5039,"keypress"
19,37,"giacca torta","CLIETTOLA","CAPPETTELLA",2,"Correct",5587,"keypress"
19,38,"martello prato","SUONISCRIO","RAPALINCIO",2,"Correct",5731,"keypress"
19,39,"giacca scarpa","GIUBBIATURA","BANDINAIA",1,"Correct",3954,"keypress"
19,40,"tavolo specchio","CROIETTOLO","SDRANGOLIO",1,"Incorrect",8917,"keypress"
19,41,"camera finestra","APRIATTOLA","MURANTURIA",2,"Incorrect",7785,"keypress"
19,42,"specchio muro","PICATTOLO","CROIETTOLO",2,"Correct",10488,"keypress"
19,43,"piazza roccia","PALCAVERIA","GIUBBIATURA",1,"Correct",4311,"keypress"
19,44,"piazza acqua","POZZETTERIA","IMMONTURA",1,"Correct",7005,"keypress"
19,45,"finestra tenda","TERNOTELLA","SICCOTTELLA",1,"Correct",9919,"keypress"
19,46,"tavolo prato","SRADINELLO","SDRAIARELLO",2,"Correct",8391,"keypress"
19,47,"torta insalata","FRICOTTELA","POZZANELLA",1,"Correct",3118,"keypress"
19,48,"prato specchio","LUMERSTERSIMO","SPURIALLIO",1,"Incorrect",9579,"keypress"
19,49,"prato fazzoletto","FIONCOLIOLO","FIOTTINO",1,"Incorrect",5017,"keypress"
19,50,"libro vaso","FIORISITOLO","FIORINELLO",1,"Correct",8784,"keypress"
19,51,"muro tavolo","SEDINOCCIO","CIGOLITELLO",2,"Correct",9200,"keypress"
19,52,"specchio martello","SPALENTOLO","SGUARELLIO",1,"Correct",5981,"keypress"
19,53,"prato albero","CERBOSCELLO","CIGOLITELLO",1,"Correct",6102,"keypress"
19,54,"giacca tenda","GIUBBITINA","GIUBBIATINA",2,"Incorrect",5097,"keypress"
19,55,"giacca bambola","CLICCATTOLA","VESTOLETTA",2,"Correct",8021,"keypress"
19,56,"roccia torta","GHIANCIOLA","COTTOLIOLIA",1,"Correct",8974,"keypress"
19,57,"roccia bambola","COSTRELLINA","CLIETTONDOLA",1,"Correct",6579,"keypress"
19,58,"torta acqua","CINCOTTELLA","GOCCOTTELLA",2,"Correct",5538,"keypress"
19,59,"insalata giacca","MURICATTOLA","VESTINETTA",2,"Correct",7078,"keypress"
19,60,"tramonto vaso","PARTONCELLO","FIORARIOLO",2,"Correct",7357,"keypress"
19,61,"fazzoletto albero","MUSTONCELLO","FIORECCIANDOLO",1,"Incorrect",7685,"keypress"
19,62,"acqua camera","IDRANDINA","GIUBBITINA",1,"Correct",3819,"keypress"
19,63,"tenda torta","SICCOTTELLA","POZZETTERIA",1,"Correct",4918,"keypress"
19,64,"libro albero","ARMORICELLO","NARAMPICOLO",2,"Correct",5280,"keypress"
19,65,"insalata roccia","ERRACIOLINA","RETTIELLIA",2,"Incorrect",9063,"keypress"
19,66,"piazza finestra","IDRACIOLA","GIAPRIATOLA",2,"Correct",5598,"keypress"
19,67,"specchio fazzoletto","SGUARELLIO","SDRAIOLIO",2,"Incorrect",7273,"keypress"
19,68,"libro prato","SPURIALLIO","FIOCOSCRIO",2,"Correct",7243,"keypress"
19,69,"tenda roccia","SDRANZIA","IMMONTURA",2,"Correct",7236,"keypress"
19,70,"tenda acqua","APRIATTOLA","POZZANELLA",2,"Correct",4437,"keypress"
19,71,"giacca acqua","SDRAIATURA","LAVESCIA",2,"Correct",5942,"keypress"
19,72,"roccia scarpa","MURANTURIA","IDRANDINA",1,"Correct",5135,"keypress"
19,73,"finestra scarpa","PANCOTTELLA","CLICCATTOLA",2,"Correct",8270,"keypress"
19,74,"tenda scarpa","SDRAIATURA","LAVESCIA",2,"Incorrect",6996,"keypress"
19,75,"tramonto tavolo","SDRANGOLIO","SDRAIOLIO",2,"Correct",9283,"keypress"
19,76,"violino tramonto","CERBOSCELLO","SUONANNARIO",2,"Correct",6236,"keypress"
19,77,"albero tavolo","VISUONDOLO","PARTONCELLO",1,"Incorrect",6979,"keypress"
19,78,"martello vaso","ROSCESCOLO","ROCCERIOLO",1,"Incorrect",7382,"keypress"
19,79,"piazza insalata","ARMONTURIA","BANCOTTINA",2,"Correct",4063,"keypress"
19,80,"torta scarpa","GIAPRIATOLA","PANCOTTELLA",1,"Incorrect",8476,"keypress"
19,81,"vaso tavolo","GRAMINELLO","ROCCERIOLO",2,"Incorrect",8079,"keypress"
20,1,"martello libro","PICATTOLO","SUONACARIO",2,"Incorrect",3543,"keypress"
20,2,"camera tenda","TERNOTELLA","SDRANZIA",1,"Incorrect",1464,"keypress"
20,3,"martello violino","SUONACARIO","VISUONDOLO",2,"Incorrect",2110,"keypress"
20,4,"vaso violino","SGUARELLIO","ARMORICELLO",2,"Correct",1043,"keypress"
20,5,"piazza finestra","VESTINETTA","GIAPRIATOLA",1,"Incorrect",1676,"keypress"
20,6,"violino prato","SDRAIARELLO","SUONANELLO",2,"Correct",772,"keypress"
20,7,"camera piazza","SENDINAIA","CLIETTOLA",1,"Correct",1218,"keypress"
20,8,"violino albero","MUSTONCELLO","FIORICELLO",2,"Incorrect",1438,"keypress"
20,9,"albero tramonto","ROSCESCOLO","LUMERSTERSIMO",1,"Correct",2206,"keypress"
20,10,"camera roccia","CLICCATTOLA","ARMONTURIA",1,"Incorrect",1848,"keypress"
20,11,"tramonto libro","LUMERSTERSIMO","SDRAIOLIO",2,"Incorrect",1665,"keypress"
20,12,"insalata acqua","SENDINAIA","IDRANGIA",1,"Incorrect",259,"keypress"
20,13,"prato specchio","ARMORICELLO","SPURIALLIO",1,"Incorrect",1159,"keypress"
20,14,"acqua roccia","MURANTURIA","IDRACIOLA",2,"Correct",3462,"keypress"
20,15,"finestra acqua","IDRANDINA","POZZONELLA",2,"Correct",1892,"keypress"
20,16,"torta tenda","COSTRELLINA","SICCOTTELLA",2,"Correct",1330,"keypress"
20,17,"scarpa torta","PANCOTTELLA","POZZANELLA",2,"Incorrect",676,"keypress"
20,18,"violino libro","SUONISCRIO","MUSTONCELLO",1,"Correct",374,"keypress"
20,19,"prato tavolo","SUONCOLLO","SDRAIARELLO",2,"Correct",814,"keypress"
20,20,"scarpa acqua","IDRATOLANA","GHIANCIOLA",2,"Incorrect",923,"keypress"
20,21,"specchio libro","NARAMPICOLO","RABELLIMENTO",2,"Correct",350,"keypress"
20,22,"tenda piazza","GOCCOTTELLA","BANDINAIA",1,"Incorrect",284,"keypress"
20,23,"piazza torta","CINCOTTELLA","CAMATINCIA",2,"Incorrect",1583,"keypress"
20,24,"vaso tramonto","FIORARIOLO","FIOTTINO",2,"Incorrect",253,"keypress"
20,25,"scarpa camera","PALCAVERIA","RETTIELLIA",1,"Incorrect",21,"keypress"
20,26,"roccia bambola","SICCOTTELA","COSTRELLINA",1,"Incorrect",249,"keypress"
20,27,"fazzoletto prato","SUONANNARIO","FIOTTINO",2,"Correct",1427,"keypress"
20,28,"fazzoletto tavolo","SUONISCRIO","SEDINOCCIO",2,"Correct",1351,"keypress"
20,29,"finestra roccia","MURICATTOLA","SICCOTTELLA",1,"Correct",1619,"keypress"
20,30,"insalata giacca","CLIETTONDOLA","VESTINETTA",2,"Correct",401,"keypress"
20,31,"specchio albero","SRADINELLO","FIORARIOLO",1,"Correct",320,"keypress"
20,32,"torta finestra","POLIETTOLA","GIUBBIATURA",1,"Correct",2260,"keypress"
20,33,"giacca scarpa","IMMONTURA","GIUBBIATURA",2,"Correct",1380,"keypress"
20,34,"martello specchio","SPALENTOLO","FIOCOSCRIO",1,"Correct",1542,"keypress"
20,35,"torta acqua","GOCCOTTELLA","VESTOLETTA",1,"Correct",1916,"keypress"
20,36,"tavolo violino","ROSCESCOLO","SUONCOLLO",2,"Correct",1420,"keypress"
20,37,"insalata finestra","CLIETTOLA","CINCOTTELLA",2,"Incorrect",1640,"keypress"
20,38,"violino tramonto","FIONCOLIOLO","SUONANNARIO",1,"Incorrect",1855,"keypress"
20,39,"albero fazzoletto","CIGOLITELLO","FIORECCIANDOLO",2,"Correct",472,"keypress"
20,40,"insalata tenda","IDRANGIA","FRIGLIANZA",1,"Incorrect",263,"keypress"
20,41,"libro prato","SRADINELLO","FIOCOSCRIO",1,"Incorrect",301,"keypress"
20,42,"albero prato","CERBOSCELLO","FIORECCIANDOLO",1,"Correct",330,"keypress"
20,43,"tavolo albero","ROCCERIOLO","PARTONCELLO",2,"Correct",392,"keypress"
20,44,"tavolo specchio","GRAMINELLO","SDRANGOLIO",2,"Correct",602,"keypress"
20,45,"camera insalata","PANCOTTELLA","COTTOLIOLIA",2,"Correct",357,"keypress"
20,46,"violino specchio","VISUONDOLO","SUONANELLO",2,"Incorrect",951,"keypress"
20,47,"martello vaso","ROCCERIOLO","RABELLIMENTO",1,"Correct",1331,"keypress"
20,48,"tenda giacca","POLIETTOLA","GIUBBITINA",1,"Incorrect",2096,"keypress"
20,49,"libro vaso","FIORISITOLO","PARTONCELLO",1,"Correct",2041,"keypress"
20,50,"torta insalata","SDRANZIA","FRICOTTELA",1,"Incorrect",1831,"keypress"
20,51,"camera acqua","SDRAIATURA","IDRANDINA",2,"Correct",1500,"keypress"
20,52,"tavolo muro","SPALENTOLO","CIGOLITELLO",2,"Correct",1579,"keypress"
20,53,"fazzoletto vaso","FIORINELLO","SPURIALLIO",2,"Incorrect",2018,"keypress"
20,54,"insalata roccia","POZZETTERIA","ERRACIOLINA",2,"Correct",770,"keypress"
20,55,"libro albero","CROIETTOLO","NARAMPICOLO",2,"Correct",1517,"keypress"
20,56,"piazza roccia","MURICATTOLA","PALCAVERIA",1,"Incorrect",499,"keypress"
20,57,"specchio fazzoletto","SDRANGOLIO","SGUARELLIO",1,"Incorrect",287,"keypress"
20,58,"tenda roccia","CAPPETTELLA","IMMONTURA",1,"Incorrect",416,"keypress"
20,59,"tenda finestra","LAVESCIA","TERNOTELLA",1,"Incorrect",4728,"keypress"
20,60,"finestra camera","APRIATTOLA","GIUBBIATINA",2,"Incorrect",1762,"keypress"
20,61,"tenda acqua","POZZANELLA","APRIATTOLA",2,"Incorrect",2086,"keypress"
20,62,"roccia scarpa","IDRACIOLA","MURANTURIA",1,"Incorrect",410,"keypress"
20,63,"torta bambola","ARMONTURIA","CENSARELLINA",1,"Incorrect",288,"keypress"
20,64,"finestra giacca","BANCOTTINA","CLIETTONDOLA",1,"Incorrect",1240,"keypress"
20,65,"tavolo tramonto","SDRAIOLIO","RAPALINCIO",2,"Incorrect",91,"keypress"
20,66,"finestra scarpa","CLICCATTOLA","FRIGLIANZA",2,"Incorrect",669,"keypress"
20,67,"specchio muro","FIORISITOLO","CROIETTOLO",2,"Correct",342,"keypress"
20,68,"torta giacca","CAPPETTELLA","CENSARELLINA",2,"Incorrect",3,"keypress"
20,69,"camera giacca","GIAPRIATOLA","GIUBBIATINA",1,"Incorrect",343,"keypress"
20,70,"giacca acqua","LAVESCIA","ERRACIOLINA",1,"Correct",536,"keypress"
20,71,"vaso tavolo","FIORINELLO","GRAMINELLO",1,"Incorrect",91,"keypress"
20,72,"tenda scarpa","IDRATOLANA","SDRAIATURA",2,"Correct",64,"keypress"
20,73,"piazza giacca","BANDINAIA","CAMATINCIA",2,"Correct",321,"keypress"
20,74,"vaso albero","FIORICELLO","SEDINOCCIO",2,"Incorrect",252,"keypress"
20,75,"vaso prato","FIONCOLIOLO","CERBOSCELLO",1,"Correct",114,"keypress"
20,76,"camera torta","SICCOTTELA","RETTIELLIA",1,"Correct",324,"keypress"
20,77,"prato martello","PICATTOLO","RAPALINCIO",1,"Incorrect",233,"keypress"
20,78,"torta roccia","GHIANCIOLA","COTTOLIOLIA",1,"Correct",164,"keypress"
20,79,"acqua piazza","FRICOTTELA","POZZETTERIA",2,"Correct",317,"keypress"
20,80,"giacca bambola","VESTOLETTA","GIUBBITINA",2,"Incorrect",451,"keypress"
20,81,"insalata piazza","POZZONELLA","BANCOTTINA",1,"Incorrect",8,"keypress"
21,1,"specchio violino","FIOTTINO","VISUONDOLO",1,"Incorrect",5148,"keypress"
21,2,"violino libro","LUMERSTERSIMO","SUONISCRIO",2,"Correct",3491,"keypress"
21,3,"libro albero","CERBOSCELLO","NARAMPICOLO",1,"Incorrect",3931,"keypress"
21,4,"roccia tenda","MURANTURIA","IMMONTURA",1,"Incorrect",5418,"keypress"
21,5,"muro specchio","CROIETTOLO","SUONCOLLO",1,"Correct",4932,"keypress"
21,6,"scarpa tenda","POZZONELLA","SDRAIATURA",2,"Correct",6391,"keypress"
21,7,"martello violino","SUONACARIO","SDRANGOLIO",1,"Correct",5835,"keypress"
21,8,"camera torta","SICCOTTELA","COSTRELLINA",2,"Incorrect",5731,"keypress"
21,9,"acqua torta","GOCCOTTELLA","POZZANELLA",2,"Incorrect",3634,"keypress"
21,10,"albero violino","SPALENTOLO","MUSTONCELLO",2,"Correct",3776,"keypress"
21,11,"vaso martello","ROCCERIOLO","SRADINELLO",2,"Incorrect",2999,"keypress"
21,12,"tavolo albero","SGUARELLIO","PARTONCELLO",2,"Correct",3339,"keypress"
21,13,"tenda torta","SICCOTTELLA","IDRATOLANA",1,"Correct",3953,"keypress"
21,14,"acqua piazza","ARMONTURIA","POZZETTERIA",2,"Correct",3053,"keypress"
21,15,"camera finestra","VESTINETTA","APRIATTOLA",2,"Correct",5315,"keypress"
21,16,"giacca finestra","CLIETTONDOLA","VESTOLETTA",2,"Incorrect",3255,"keypress"
21,17,"albero vaso","FIORICELLO","FIORISITOLO",1,"Correct",2214,"keypress"
21,18,"libro tramonto","LUMERSTERSIMO","MUSTONCELLO",1,"Correct",6338,"keypress"
