"participant_id","trial_id","stimulus","response_option_1","response_option_2","response","accuracy","rt"
11,40,"camera","giacca camera","tenda giacca",2,"Incorrect",1128
11,41,"libro","albero libro","vaso albero",1,"Correct",2597
11,42,"torta","roccia torta","giacca acqua",1,"Correct",1828
11,43,"roccia","acqua tenda","roccia scarpa",2,"Correct",1216
11,44,"specchio","libro tramonto","specchio prato",2,"Correct",2389
11,45,"piazza","torta scarpa","piazza roccia",1,"Incorrect",1638
11,46,"finestra","finestra piazza","torta acqua",1,"Correct",2073
11,47,"vaso","fazzoletto vaso","prato vaso",2,"Incorrect",1106
11,48,"finestra","camera finestra","finestra insalata",1,"Incorrect",1651
11,49,"albero","violino albero","prato fazzoletto",1,"Correct",1180
11,50,"acqua","scarpa acqua","piazza acqua",2,"Correct",882
11,51,"camera","torta roccia","camera piazza",2,"Correct",1759
11,52,"camera","tenda camera","insalata giacca",1,"Correct",1247
11,53,"muro","vaso violino","muro specchio",2,"Correct",1518
11,54,"camera","camera roccia","insalata torta",1,"Correct",1150
11,55,"insalata","scarpa finestra","piazza insalata",1,"Incorrect",1757
11,56,"acqua","acqua insalata","acqua scarpa",2,"Correct",1056
11,57,"libro","albero libro","libro vaso",2,"Correct",971
11,58,"acqua","roccia finestra","insalata acqua",2,"Correct",1059
11,59,"insalata","roccia insalata","roccia tenda",1,"Correct",1862
11,60,"albero","prato albero","martello specchio",1,"Correct",1446
11,61,"albero","specchio libro","fazzoletto albero",2,"Correct",1466
11,62,"giacca","tenda giacca","acqua roccia",1,"Correct",1116
11,63,"martello","martello prato","specchio prato",2,"Incorrect",1408
11,64,"tavolo","violino tavolo","tavolo prato",2,"Correct",1279
11,65,"camera","camera insalata","bambola torta",1,"Correct",1318
11,66,"albero","tavolo muro","tramonto albero",2,"Correct",1302
11,67,"tavolo","vaso libro","specchio tavolo",2,"Correct",1412
11,68,"finestra","giacca finestra","roccia camera",2,"Incorrect",1796
11,69,"specchio","violino specchio","specchio albero",1,"Correct",2876
11,70,"specchio","specchio martello","prato tavolo",2,"Incorrect",1342
11,71,"giacca","piazza giacca","acqua camera",2,"Incorrect",2503
11,72,"tenda","giacca piazza","piazza tenda",2,"Correct",1479
11,73,"tavolo","tavolo violino","vaso tavolo",1,"Correct",1091
11,74,"tavolo","muro tavolo","tramonto violino",1,"Correct",1796
11,75,"tavolo","tavolo vaso","prato violino",2,"Incorrect",1556
11,76,"finestra","roccia insalata","scarpa finestra",1,"Incorrect",1129
11,77,"torta","giacca torta","torta piazza",2,"Correct",1344
11,78,"giacca","giacca scarpa","camera piazza",1,"Correct",956
11,79,"acqua","acqua finestra","scarpa roccia",1,"Correct",1176
11,80,"acqua","acqua giacca","giacca finestra",1,"Correct",1624
11,81,"acqua","camera scarpa","acqua camera",2,"Correct",949
12,1,"martello","martello violino","violino tramonto",1,"Correct",13912
12,2,"giacca","tenda giacca","finestra scarpa",1,"Correct",6675
12,3,"torta","bambola torta","roccia torta",1,"Incorrect",10784
12,4,"vaso","violino prato","vaso fazzoletto",1,"Incorrect",6509
12,5,"tavolo","fazzoletto tavolo","albero violino",2,"Incorrect",6130
12,6,"giacca","insalata giacca","finestra roccia",1,"Correct",4405
12,7,"libro","tramonto albero","libro martello",1,"Incorrect",16016
12,8,"finestra","insalata tenda","piazza finestra",2,"Correct",16262
12,9,"finestra","finestra camera","finestra torta",1,"Incorrect",6820
12,10,"tavolo","muro tavolo","tavolo vaso",2,"Incorrect",6238
12,11,"camera","roccia acqua","torta camera",2,"Correct",5584
12,12,"torta","acqua torta","giacca torta",2,"Correct",8335
12,13,"finestra","scarpa finestra","giacca acqua",2,"Incorrect",6839
12,14,"albero","albero violino","specchio prato",2,"Incorrect",5565
12,15,"tavolo","libro prato","albero tavolo",1,"Incorrect",3674
12,16,"prato","violino prato","tavolo prato",1,"Correct",2947
12,17,"camera","camera scarpa","roccia scarpa",1,"Correct",3704
12,18,"libro","libro vaso","prato albero",2,"Incorrect",6876
12,19,"acqua","piazza torta","insalata acqua",2,"Correct",3631
12,20,"giacca","piazza giacca","camera giacca",2,"Incorrect",4759
12,21,"tavolo","tavolo muro","tavolo tramonto",2,"Correct",12686
12,22,"insalata","giacca piazza","roccia insalata",2,"Correct",3929
12,23,"libro","vaso fazzoletto","libro albero",2,"Correct",3728
12,24,"specchio","specchio violino","fazzoletto specchio",1,"Correct",7596
12,25,"camera","camera piazza","piazza roccia",1,"Correct",4011
12,26,"albero","prato albero","libro vaso",1,"Correct",4990
12,27,"albero","martello vaso","albero fazzoletto",2,"Correct",4266
12,28,"finestra","torta finestra","finestra insalata",1,"Incorrect",4501
12,29,"camera","camera piazza","camera finestra",2,"Correct",4877
12,30,"tavolo","tavolo vaso","albero tavolo",1,"Correct",13826
12,31,"tenda","finestra piazza","piazza tenda",1,"Incorrect",6814
12,32,"tenda","camera scarpa","tenda insalata",2,"Correct",6571
12,33,"libro","libro violino","violino martello",2,"Incorrect",4400
12,34,"acqua","camera roccia","acqua camera",2,"Correct",3445
12,35,"camera","giacca finestra","camera tenda",1,"Incorrect",5431
12,36,"giacca","torta tenda","scarpa giacca",2,"Correct",2139
12,37,"tenda","giacca bambola","tenda roccia",2,"Correct",4405
12,38,"piazza","finestra acqua","piazza roccia",2,"Correct",2962
12,39,"specchio","tramonto vaso","prato specchio",2,"Correct",4244
12,40,"torta","torta giacca","torta tenda",1,"Incorrect",5796
12,41,"albero","specchio albero","specchio muro",2,"Incorrect",8929
12,42,"torta","torta piazza","roccia torta",1,"Correct",11935
12,43,"vaso","vaso violino","prato martello",2,"Incorrect",2492
12,44,"prato","prato fazzoletto","tavolo fazzoletto",1,"Correct",3257
12,45,"libro","specchio martello","prato libro",2,"Correct",2968
12,46,"finestra","finestra giacca","scarpa giacca",2,"Incorrect",7096
12,47,"torta","acqua insalata","bambola torta",1,"Incorrect",3326
12,48,"camera","roccia camera","insalata camera",1,"Correct",2865
12,49,"insalata","insalata piazza","tenda acqua",1,"Correct",3243
12,50,"albero","vaso albero","violino vaso",1,"Correct",3658
12,51,"camera","camera insalata","acqua camera",2,"Incorrect",5471
12,52,"specchio","tavolo specchio","specchio martello",2,"Correct",3640
12,53,"acqua","insalata torta","acqua giacca",2,"Correct",2453
12,54,"tavolo","martello libro","violino tavolo",2,"Correct",7893
12,55,"vaso","fazzoletto albero","vaso prato",2,"Correct",6303
12,56,"bambola","camera tenda","bambola roccia",2,"Correct",6704
12,57,"acqua","tenda giacca","piazza acqua",2,"Correct",2827
12,58,"camera","giacca camera","insalata piazza",1,"Correct",2092
12,59,"tavolo","vaso prato","tavolo prato",2,"Correct",5265
12,60,"torta","giacca insalata","torta scarpa",1,"Incorrect",8095
12,61,"acqua","acqua tenda","insalata roccia",1,"Correct",1853
12,62,"tramonto","prato fazzoletto","tramonto violino",2,"Correct",2234
12,63,"roccia","scarpa roccia","bambola roccia",1,"Correct",3188
12,64,"specchio","fazzoletto specchio","vaso albero",2,"Incorrect",12033
12,65,"acqua","tenda scarpa","scarpa acqua",2,"Correct",3241
12,66,"finestra","roccia finestra","piazza acqua",1,"Correct",1985
12,67,"torta","tenda roccia","torta insalata",2,"Correct",3165
12,68,"acqua","acqua torta","piazza tenda",1,"Correct",2924
12,69,"libro","libro specchio","libro albero",1,"Correct",3870
12,70,"albero","tramonto albero","violino tavolo",2,"Incorrect",7538
12,71,"muro","specchio violino","specchio muro",2,"Correct",5160
12,72,"martello","albero specchio","vaso martello",1,"Incorrect",4812
12,73,"acqua","acqua scarpa","acqua finestra",1,"Incorrect",3669
12,74,"acqua","roccia acqua","finestra insalata",1,"Correct",2067
12,75,"martello","tramonto tavolo","prato martello",2,"Correct",2494
12,76,"finestra","finestra tenda","scarpa torta",1,"Correct",3762
12,77,"libro","tramonto libro","libro specchio",2,"Incorrect",4833
12,78,"giacca","camera torta","giacca bambola",2,"Correct",2414
12,79,"tenda","tenda scarpa","tenda finestra",1,"Correct",4507
12,80,"tramonto","libro tramonto","tramonto vaso",2,"Correct",3246
12,81,"tavolo","specchio tavolo","libro violino",1,"Correct",4545
13,1,"tramonto","tavolo prato","violino tramonto",2,"Correct",5923
13,2,"finestra","piazza roccia","roccia finestra",1,"Incorrect",2929
13,3,"acqua","tenda scarpa","camera acqua",2,"Correct",2669
13,4,"roccia","scarpa roccia","torta tenda",1,"Correct",2656
13,5,"camera","camera roccia","insalata piazza",1,"Correct",3106
13,6,"libro","tavolo albero","martello libro",2,"Correct",6123
13,7,"camera","finestra camera","acqua piazza",1,"Correct",3003
13,8,"acqua","acqua finestra","camera finestra",1,"Correct",2727
13,9,"tenda","tenda piazza","scarpa acqua",1,"Correct",5483
13,10,"albero","prato fazzoletto","albero prato",2,"Correct",5314
13,11,"tavolo","tavolo prato","tramonto libro",1,"Correct",3884
13,12,"tenda","scarpa tenda","roccia acqua",1,"Correct",3288
13,13,"tavolo","tavolo tramonto","tavolo specchio",2,"Correct",3466
13,14,"albero","albero fazzoletto","albero specchio",1,"Incorrect",8506
13,15,"specchio","prato specchio","specchio albero",2,"Incorrect",3841
13,16,"torta","finestra scarpa","bambola torta",2,"Correct",4460
13,17,"tavolo","muro specchio","tavolo muro",2,"Correct",3056
13,18,"acqua","acqua roccia","insalata tenda",1,"Correct",1319
13,19,"tavolo","specchio tavolo","tramonto tavolo",2,"Correct",7146
13,20,"specchio","specchio violino","vaso fazzoletto",1,"Correct",1958
13,21,"libro","prato libro","specchio martello",2,"Incorrect",11144
13,22,"tramonto","tramonto vaso","albero violino",1,"Correct",3393
13,23,"torta","giacca torta","piazza torta",1,"Incorrect",6106
13,24,"finestra","insalata torta","finestra giacca",1,"Incorrect",3175
13,25,"vaso","fazzoletto vaso","martello vaso",1,"Correct",1412
13,26,"bambola","bambola roccia","roccia tenda",1,"Correct",2013
13,27,"tavolo","prato violino","tavolo fazzoletto",2,"Correct",3317
13,28,"torta","giacca acqua","insalata torta",2,"Correct",7570
13,29,"finestra","torta camera","insalata finestra",1,"Incorrect",12507
13,30,"giacca","giacca piazza","camera tenda",2,"Incorrect",3165
13,34,"camera","camera insalata","scarpa giacca",1,"Correct",9107
13,35,"libro","tramonto albero","violino libro",2,"Correct",1273
13,36,"giacca","insalata giacca","giacca tenda",1,"Incorrect",1320
13,37,"giacca","tenda piazza","bambola giacca",2,"Correct",1421
13,38,"prato","prato fazzoletto","vaso prato",1,"Correct",1214
13,39,"giacca","giacca insalata","roccia bambola",2,"Incorrect",1133
13,40,"insalata","piazza insalata","tenda finestra",1,"Correct",3919
13,41,"camera","camera giacca","acqua insalata",1,"Correct",1103
13,42,"albero","albero tramonto","specchio fazzoletto",1,"Correct",1849
13,43,"albero","tavolo violino","vaso albero",2,"Correct",1626
13,44,"torta","camera roccia","scarpa torta",2,"Correct",1533
13,45,"specchio","tramonto vaso","fazzoletto specchio",2,"Correct",2779
13,46,"camera","finestra insalata","camera scarpa",1,"Incorrect",1907
13,56,"prato","violino prato","fazzoletto tavolo",1,"Correct",2556
13,57,"torta","giacca torta","torta acqua",1,"Correct",1799
13,58,"torta","torta tenda","finestra torta",2,"Incorrect",2214
13,59,"libro","libro albero","prato albero",1,"Correct",3323
13,60,"libro","specchio libro","libro albero",1,"Correct",1570
13,61,"acqua","bambola torta","torta acqua",1,"Incorrect",2563
13,62,"acqua","tenda giacca","acqua giacca",2,"Correct",2077
13,63,"acqua","tenda acqua","acqua scarpa",1,"Incorrect",1114
13,64,"camera","camera torta","piazza giacca",2,"Incorrect",5403
13,65,"muro","specchio muro","muro tavolo",1,"Correct",2591
13,66,"piazza","roccia piazza","giacca bambola",1,"Correct",3591
13,67,"libro","libro martello","tramonto libro",1,"Incorrect",4847
13,68,"tenda","camera insalata","roccia tenda",2,"Correct",2077
13,69,"insalata","finestra acqua","insalata roccia",2,"Correct",2516
13,70,"albero","violino albero","violino vaso",1,"Correct",1757
13,71,"specchio","specchio martello","martello violino",1,"Correct",2161
13,72,"giacca","scarpa torta","giacca scarpa",2,"Correct",3210
13,73,"tavolo","tavolo vaso","specchio libro",1,"Correct",4014
13,74,"finestra","torta finestra","insalata roccia",1,"Correct",5152
13,75,"camera","piazza camera","piazza finestra",1,"Correct",2414
13,76,"acqua","roccia finestra","acqua insalata",2,"Correct",9923
13,77,"camera","camera tenda","giacca finestra",1,"Correct",1794
13,78,"vaso","vaso tavolo","prato vaso",1,"Incorrect",4161
13,79,"albero","albero fazzoletto","violino tramonto",1,"Correct",3214
13,80,"acqua","tenda acqua","roccia torta",1,"Correct",1819
13,81,"martello","vaso albero","violino martello",2,"Correct",2113
14,1,"finestra","roccia piazza","finestra scarpa",1,"Incorrect",8490
14,2,"albero","albero tramonto","albero specchio",2,"Incorrect",6212
14,3,"albero","fazzoletto albero","albero prato",2,"Correct",2687
14,4,"martello","vaso martello","violino libro",2,"Incorrect",4306
14,5,"insalata","piazza insalata","tenda piazza",2,"Incorrect",6696
14,6,"tramonto","violino tramonto","tavolo prato",1,"Correct",3009
14,7,"tavolo","tavolo muro","martello prato",2,"Incorrect",2226
14,8,"camera","acqua camera","finestra camera",1,"Incorrect",2357
14,9,"torta","torta camera","insalata torta",1,"Incorrect",4217
14,10,"tenda","tenda finestra","piazza tenda",2,"Correct",3870
14,11,"finestra","finestra piazza","scarpa finestra",2,"Incorrect",4955
14,12,"martello","martello violino","vaso tramonto",1,"Correct",3347
14,13,"camera","finestra acqua","camera scarpa",1,"Incorrect",2895
14,14,"torta","torta bambola","piazza insalata",2,"Incorrect",3196
14,15,"tavolo","tramonto tavolo","prato specchio",1,"Correct",2526
14,16,"camera","tenda insalata","camera insalata",2,"Correct",4161
14,17,"giacca","scarpa giacca","giacca acqua",1,"Correct",3080
14,18,"torta","scarpa torta","giacca finestra",1,"Correct",4638
14,19,"camera","giacca torta","roccia camera",2,"Correct",4901
14,20,"insalata","camera tenda","roccia insalata",2,"Correct",3514
14,21,"giacca","piazza giacca","torta acqua",1,"Correct",5296
14,22,"albero","violino albero","tavolo vaso",1,"Correct",2488
14,23,"martello","muro tavolo","prato martello",2,"Correct",3420
14,24,"tavolo","specchio fazzoletto","specchio tavolo",2,"Correct",4342
14,25,"prato","prato violino","martello vaso",2,"Incorrect",2319
14,26,"tenda","camera scarpa","tenda insalata",2,"Correct",1850
14,27,"torta","torta piazza","piazza giacca",1,"Correct",3368
14,28,"vaso","prato vaso","tramonto violino",2,"Incorrect",3445
14,29,"roccia","roccia bambola","roccia scarpa",2,"Correct",3125
14,30,"finestra","giacca finestra","bambola giacca",2,"Incorrect",4406
14,31,"specchio","specchio prato","prato libro",1,"Correct",3872
14,32,"giacca","tenda giacca","scarpa acqua",1,"Correct",2489
14,33,"giacca","insalata giacca","camera giacca",1,"Correct",2358
14,34,"finestra","finestra roccia","piazza finestra",1,"Correct",1697
14,35,"acqua","finestra roccia","giacca acqua",1,"Incorrect",2283
14,36,"finestra","insalata camera","finestra torta",1,"Incorrect",2051
14,37,"vaso","violino vaso","violino prato",1,"Correct",1378
14,38,"tavolo","tavolo prato","vaso prato",2,"Incorrect",3819
14,39,"libro","tramonto libro","martello specchio",1,"Correct",3855
14,40,"libro","martello violino","specchio libro",1,"Incorrect",2046
14,41,"acqua","scarpa torta","acqua finestra",2,"Correct",2304
14,42,"specchio","specchio martello","libro specchio",1,"Correct",3270
14,43,"tavolo","vaso tavolo","tavolo tramonto",1,"Correct",5436
14,44,"albero","fazzoletto albero","libro martello",1,"Correct",3402
14,45,"libro","libro prato","fazzoletto prato",2,"Incorrect",4327
14,46,"camera","torta tenda","camera piazza",1,"Incorrect",3233
14,47,"libro","tavolo fazzoletto","vaso libro",1,"Incorrect",2250
14,48,"camera","acqua piazza","camera torta",1,"Incorrect",2926
14,49,"acqua","roccia scarpa","scarpa acqua",2,"Correct",2691
14,50,"tenda","tenda roccia","acqua roccia",1,"Correct",2703
14,51,"tavolo","tavolo fazzoletto","albero vaso",2,"Incorrect",2535
14,52,"tramonto","tavolo violino","vaso tramonto",1,"Incorrect",2262
14,53,"acqua","tenda acqua","piazza camera",2,"Incorrect",2102
14,54,"specchio","specchio fazzoletto","fazzoletto vaso",2,"Incorrect",2384
14,55,"finestra","roccia camera","insalata finestra",1,"Incorrect",1201
14,56,"finestra","torta finestra","finestra tenda",1,"Incorrect",2046
14,57,"muro","albero tramonto","muro specchio",2,"Correct",2218
14,58,"bambola","tenda acqua","roccia bambola",2,"Correct",2138
14,59,"acqua","torta acqua","giacca tenda",2,"Incorrect",2678
14,60,"camera","giacca camera","torta piazza",1,"Correct",1913
14,61,"acqua","insalata acqua","acqua camera",2,"Correct",1811
14,62,"giacca","bambola giacca","camera finestra",2,"Incorrect",4488
14,63,"torta","torta bambola","torta giacca",1,"Incorrect",2150
14,64,"torta","torta tenda","insalata roccia",2,"Incorrect",1852
14,65,"acqua","insalata finestra","acqua roccia",2,"Correct",1415
14,66,"tavolo","libro albero","tavolo violino",2,"Correct",3267
14,67,"specchio","specchio violino","libro vaso",2,"Incorrect",1956
14,68,"libro","libro violino","prato albero",1,"Correct",1771
14,69,"acqua","insalata acqua","tenda roccia",1,"Correct",1659
14,70,"torta","torta roccia","insalata giacca",2,"Incorrect",1776
14,71,"prato","tavolo specchio","prato fazzoletto",2,"Correct",2237
14,72,"albero","libro tramonto","specchio albero",1,"Incorrect",3438
14,73,"acqua","roccia torta","piazza acqua",2,"Correct",1794
14,74,"libro","tavolo albero","libro albero",2,"Correct",5833
14,75,"piazza","scarpa tenda","roccia piazza",1,"Incorrect",2102
14,76,"vaso","fazzoletto vaso","violino specchio",2,"Incorrect",1851
14,77,"tavolo","albero tavolo","violino albero",1,"Correct",4214
14,78,"libro","libro martello","violino vaso",1,"Correct",2712
14,79,"tenda","scarpa tenda","scarpa giacca",1,"Correct",3785
14,80,"camera","torta insalata","camera tenda",2,"Correct",2652
14,81,"albero","specchio muro","albero vaso",2,"Correct",1982
15,1,"martello","prato martello","specchio fazzoletto",1,"Correct",7123
15,2,"torta","torta giacca","torta tenda",2,"Correct",12336
15,3,"torta","insalata acqua","torta bambola",1,"Incorrect",7691
15,5,"tramonto","tramonto vaso","martello vaso",2,"Incorrect",8486
15,6,"torta","torta piazza","torta acqua",2,"Incorrect",8238
15,7,"camera","tenda camera","torta roccia",1,"Correct",7211
15,8,"insalata","bambola torta","roccia insalata",2,"Correct",5704
15,9,"libro","albero libro","libro violino",1,"Correct",9325
15,10,"camera","torta camera","torta finestra",2,"Incorrect",13002
15,11,"libro","albero vaso","libro martello",2,"Correct",3791
15,12,"tenda","scarpa tenda","finestra piazza",1,"Correct",5964
15,13,"albero","prato violino","albero fazzoletto",2,"Correct",6407
15,14,"tavolo","tramonto tavolo","prato fazzoletto",1,"Correct",10514
15,15,"camera","roccia piazza","camera giacca",2,"Correct",4749
15,16,"martello","martello violino","tavolo violino",1,"Correct",13409
15,17,"camera","torta piazza","finestra camera",2,"Correct",5209
15,18,"libro","vaso libro","libro prato",2,"Incorrect",10793
15,19,"albero","albero specchio","vaso prato",1,"Correct",4760
15,20,"tavolo","fazzoletto tavolo","tavolo tramonto",2,"Incorrect",13175
15,21,"specchio","fazzoletto specchio","libro specchio",1,"Correct",9141
15,22,"giacca","tenda acqua","insalata giacca",2,"Correct",5695
15,23,"finestra","giacca scarpa","torta finestra",2,"Correct",14212
15,24,"albero","prato albero","tavolo vaso",1,"Correct",6643
15,25,"prato","prato violino","specchio martello",1,"Correct",4028
15,26,"piazza","roccia piazza","piazza camera",2,"Incorrect",5336
15,27,"albero","tavolo muro","albero violino",2,"Correct",5572
15,28,"acqua","torta acqua","insalata torta",1,"Correct",11024
15,29,"finestra","giacca finestra","scarpa finestra",2,"Correct",4170
15,30,"acqua","acqua piazza","scarpa finestra",1,"Correct",3076
15,31,"torta","torta insalata","camera roccia",1,"Correct",3929
15,32,"torta","roccia acqua","torta scarpa",2,"Correct",7984
15,33,"tavolo","tavolo fazzoletto","specchio tavolo",2,"Correct",4136
15,34,"tavolo","muro tavolo","tramonto vaso",1,"Correct",3708
15,35,"finestra","acqua camera","roccia finestra",2,"Correct",5018
15,36,"roccia","piazza tenda","scarpa roccia",2,"Correct",2980
15,37,"finestra","tenda roccia","giacca finestra",1,"Incorrect",4741
15,38,"specchio","martello specchio","albero tramonto",1,"Correct",4090
15,39,"acqua","roccia acqua","scarpa acqua",1,"Correct",3092
15,40,"albero","specchio muro","albero vaso",2,"Correct",4128
15,41,"acqua","acqua finestra","giacca piazza",2,"Incorrect",11566
15,42,"bambola","bambola roccia","giacca acqua",1,"Correct",9510
15,43,"prato","vaso violino","prato fazzoletto",1,"Incorrect",8689
15,44,"albero","tramonto albero","prato specchio",1,"Correct",9392
15,45,"vaso","prato vaso","tramonto libro",2,"Incorrect",5295
15,46,"tavolo","albero fazzoletto","vaso tavolo",1,"Incorrect",3673
15,47,"vaso","violino martello","violino vaso",1,"Incorrect",4835
15,48,"muro","tramonto violino","specchio muro",2,"Correct",4119
15,49,"camera","camera insalata","giacca bambola",1,"Correct",6047
15,50,"acqua","acqua scarpa","finestra acqua",1,"Correct",6630
15,51,"tavolo","tavolo albero","violino albero",2,"Incorrect",3406
15,52,"libro","libro violino","tavolo prato",1,"Correct",2469
15,53,"finestra","camera finestra","insalata finestra",1,"Incorrect",5585
15,54,"torta","torta roccia","insalata giacca",1,"Correct",4292
15,55,"insalata","acqua piazza","piazza insalata",2,"Correct",19168
15,56,"acqua","acqua giacca","camera insalata",1,"Correct",3128
15,57,"tramonto","vaso libro","tramonto violino",2,"Correct",2505
15,58,"martello","vaso martello","specchio albero",1,"Correct",3996
15,59,"acqua","acqua tenda","scarpa camera",1,"Correct",1990
15,60,"tavolo","tavolo violino","martello prato",1,"Correct",2519
15,61,"giacca","piazza giacca","tenda finestra",1,"Correct",3681
15,62,"torta","finestra insalata","torta giacca",2,"Correct",2699
15,63,"camera","piazza camera","insalata piazza",1,"Correct",6793
15,64,"tenda","roccia tenda","roccia insalata",1,"Correct",4264
15,65,"specchio","tavolo specchio","specchio violino",1,"Incorrect",4681
15,66,"libro","specchio libro","albero tavolo",1,"Correct",2655
15,67,"giacca","roccia scarpa","giacca bambola",2,"Correct",3519
15,68,"tenda","scarpa tenda","tenda piazza",1,"Incorrect",6135
15,69,"camera","finestra roccia","scarpa camera",2,"Correct",9658
15,70,"finestra","scarpa torta","finestra tenda",1,"Incorrect",9330
15,71,"tavolo","prato tavolo","martello libro",2,"Incorrect",3272
15,72,"giacca","tenda giacca","camera torta",1,"Correct",2011
15,73,"libro","violino specchio","tramonto libro",2,"Correct",5428
15,74,"libro","fazzoletto vaso","prato libro",1,"Incorrect",3234
15,75,"finestra","piazza finestra","tenda torta",1,"Correct",5969
15,76,"acqua","giacca camera","acqua camera",2,"Correct",2444
15,77,"giacca","camera tenda","scarpa giacca",2,"Correct",2029
15,78,"acqua","roccia bambola","acqua insalata",2,"Correct",2161
15,79,"camera","tenda insalata","camera roccia",2,"Correct",1740
15,80,"tenda","tenda giacca","insalata tenda",1,"Incorrect",2899
15,81,"specchio","albero prato","prato specchio",1,"Incorrect",2450
16,1,"acqua","acqua giacca","acqua camera",2,"Incorrect",11182
16,2,"finestra","finestra insalata","torta piazza",1,"Correct",16530
16,3,"acqua","insalata acqua","camera tenda",1,"Correct",7835
16,4,"tenda","tenda piazza","acqua finestra",1,"Correct",7416
16,6,"vaso","martello libro","prato vaso",1,"Incorrect",7963
16,7,"tavolo","tavolo tramonto","vaso tavolo",2,"Correct",10673
16,8,"giacca","giacca piazza","piazza roccia",2,"Incorrect",7124
16,9,"giacca","acqua roccia","giacca insalata",2,"Correct",4890
16,10,"finestra","finestra piazza","piazza acqua",1,"Correct",5007
16,11,"torta","piazza camera","giacca torta",2,"Correct",12031
16,12,"finestra","insalata camera","finestra scarpa",2,"Correct",6614
16,13,"tramonto","violino specchio","violino tramonto",2,"Correct",8560
16,14,"camera","scarpa camera","scarpa finestra",2,"Incorrect",5902
16,15,"libro","vaso violino","libro prato",2,"Correct",8323
16,16,"tavolo","prato specchio","tavolo tramonto",2,"Correct",4809
16,17,"tenda","insalata tenda","roccia scarpa",2,"Incorrect",5290
16,18,"roccia","scarpa roccia","roccia torta",2,"Incorrect",6226
16,19,"specchio","tramonto violino","specchio prato",2,"Correct",8221
16,20,"acqua","acqua piazza","insalata finestra",1,"Correct",5106
16,21,"tavolo","violino martello","tavolo fazzoletto",2,"Correct",9757
16,22,"torta","tenda insalata","insalata torta",2,"Correct",8930
16,23,"torta","torta scarpa","tenda acqua",1,"Correct",6856
16,24,"specchio","fazzoletto specchio","prato tavolo",1,"Correct",5546
16,25,"acqua","finestra acqua","tenda giacca",1,"Correct",3865
16,26,"giacca","giacca tenda","camera giacca",1,"Correct",6455
16,27,"camera","camera giacca","bambola torta",1,"Correct",3784
16,28,"bambola","roccia bambola","camera finestra",2,"Incorrect",7921
16,29,"giacca","finestra giacca","giacca scarpa",2,"Correct",5906
16,30,"piazza","camera torta","roccia piazza",1,"Incorrect",8698
16,31,"insalata","acqua torta","piazza insalata",2,"Correct",5455
16,32,"albero","albero fazzoletto","specchio albero",1,"Correct",9576
16,33,"albero","albero prato","vaso martello",1,"Correct",5786
16,34,"torta","torta tenda","bambola giacca",1,"Correct",5786
16,35,"tavolo","tavolo specchio","tavolo violino",2,"Incorrect",3393
16,36,"giacca","bambola giacca","torta insalata",1,"Correct",6164
16,37,"torta","torta piazza","roccia bambola",2,"Incorrect",6171
16,38,"muro","muro specchio","vaso libro",2,"Incorrect",5373
16,39,"camera","piazza finestra","insalata camera",1,"Incorrect",7691
16,40,"camera","scarpa torta","roccia camera",2,"Correct",6156
16,41,"acqua","acqua giacca","acqua roccia",2,"Correct",5315
16,42,"camera","piazza camera","camera scarpa",1,"Correct",6773
16,43,"libro","tramonto vaso","tramonto libro",2,"Correct",5862
16,44,"camera","insalata piazza","torta camera",2,"Correct",7732
16,45,"martello","specchio muro","martello vaso",2,"Correct",8805
16,46,"libro","fazzoletto prato","specchio libro",2,"Correct",3376
16,47,"insalata","tenda scarpa","insalata roccia",2,"Correct",4894
16,48,"tavolo","specchio tavolo","tavolo violino",2,"Correct",3119
16,49,"specchio","albero prato","martello specchio",2,"Correct",7260
16,50,"torta","torta tenda","bambola torta",2,"Correct",4136
16,51,"albero","libro tramonto","violino albero",2,"Correct",3979
16,52,"camera","insalata roccia","finestra camera",2,"Correct",2635
16,53,"camera","piazza giacca","camera tenda",2,"Correct",3960
16,54,"tenda","torta finestra","tenda scarpa",2,"Correct",4471
16,55,"libro","violino albero","violino libro",1,"Incorrect",5677
16,56,"prato","vaso fazzoletto","violino prato",2,"Correct",2256
16,57,"albero","albero specchio","violino libro",1,"Correct",7003
16,58,"tenda","scarpa giacca","tenda roccia",2,"Correct",3829
16,59,"tavolo","albero tavolo","prato violino",2,"Incorrect",2571
16,60,"acqua","camera acqua","finestra tenda",1,"Correct",2067
16,61,"libro","libro albero","muro tavolo",1,"Correct",5287
16,62,"tramonto","libro prato","tramonto vaso",1,"Incorrect",2343
16,63,"albero","tavolo albero","tramonto albero",1,"Incorrect",7073
16,64,"tavolo","tavolo muro","libro specchio",1,"Correct",4744
16,65,"finestra","roccia camera","finestra giacca",1,"Incorrect",6262
16,66,"acqua","roccia finestra","acqua scarpa",2,"Correct",2556
16,67,"tavolo","prato tavolo","vaso albero",1,"Correct",4222
16,68,"torta","tenda roccia","roccia torta",2,"Correct",5999
16,69,"finestra","piazza tenda","tenda finestra",1,"Incorrect",6539
16,70,"finestra","finestra torta","acqua scarpa",1,"Correct",4108
16,71,"acqua","insalata acqua","acqua tenda",2,"Correct",4336
16,72,"martello","martello violino","vaso tavolo",1,"Correct",4038
16,73,"acqua","torta giacca","torta acqua",1,"Incorrect",4129
